,instrument_1,instrument_2_shifted,distance_corr
860,42,21,0.7073978453229985
354,33,7,0.707070390903454
576,18,13,0.7066073931580841
815,26,20,0.7056237804412938
1219,50,39,0.7055088469379062
181,38,3,0.7045438919293687
164,21,3,0.7020025688156845
773,45,18,0.7018559178612765
19,20,0,0.6999100188893911
1059,45,29,0.6997757041306947
173,30,3,0.698758686530931
14,15,0,0.6982636230193875
2,3,0,0.698215762831149
735,39,17,0.6976910997146176
717,21,17,0.6972568439181566
626,32,14,0.6954318164289299
393,30,8,0.6946567954165663
1119,48,32,0.6940480596800301
0,1,0,0.6928026943379343
798,39,19,0.6897718963915771
1022,29,28,0.689514182907497
363,42,7,0.6887140603578376
432,28,9,0.6883320359374
1066,32,30,0.6870141688936463
1075,41,30,0.6857134093847519
859,41,21,0.6854272200520835
1063,49,29,0.6852055770538779
16,17,0,0.6850467784233275
948,49,24,0.6849404183067476
475,31,10,0.6839747808313539
949,50,24,0.6835411131040977
43,44,0,0.6833826732261488
500,17,11,0.683247134142124
998,50,26,0.6825286110811472
459,15,10,0.6790290285334359
1099,46,31,0.6784701891658981
66,18,1,0.6749649667404664
7,8,0,0.6747495364691112
624,30,14,0.6746201809042693
1001,30,27,0.6730124927796749
743,47,17,0.67266273420265
848,30,21,0.6723953000358436
986,38,26,0.6723052742614031
745,49,17,0.6721784162686321
1064,50,29,0.6721767803892792
1109,38,32,0.6716904825402602
72,24,1,0.6705480739271449
1172,39,36,0.6689239876192761
592,34,13,0.6683063969421461
221,32,4,0.6679579766287805
333,12,7,0.6655605173381377
182,39,3,0.6652752467967319
748,20,18,0.665116086582147
813,24,20,0.6649401008478484
1070,36,30,0.6647330725361279
789,30,19,0.664690128911596
1128,40,33,0.6641125635997586
1210,41,39,0.6635426558976644
215,26,4,0.6635164306487734
1149,45,34,0.6624496030523264
191,48,3,0.6622895588186727
890,44,22,0.6616656920346025
506,23,11,0.661170398851605
620,26,14,0.6609233198872354
746,50,17,0.6591075261392716
854,36,21,0.6584576174249164
177,34,3,0.6583851747444625
996,48,26,0.6579408400889296
726,30,17,0.6577614782972674
675,46,15,0.6576007326909149
138,42,2,0.6566067073294068
434,30,9,0.6563003601450078
83,35,1,0.6562631443503975
496,13,11,0.6557277678115566
570,49,12,0.6534357328134742
438,34,9,0.6525971357104281
1032,39,28,0.6503606361670313
776,48,18,0.6492204801122817
1266,48,46,0.6483715151800281
734,38,17,0.6474645798873909
866,48,21,0.6473930482182486
3,4,0,0.6469828606977853
824,35,20,0.646941924590155
572,14,13,0.6461936919003164
571,50,12,0.6451948343926089
933,34,24,0.6435845129718485
651,22,15,0.6423527151069512
627,33,14,0.6420014929807891
517,34,11,0.6408636111108537
807,48,19,0.6395869546860607
528,45,11,0.6389203348231837
492,48,10,0.6388582110587476
427,23,9,0.6382290545001829
218,29,4,0.6368460985975027
488,44,10,0.636706284777923
978,30,26,0.6357528894485341
1105,34,32,0.6336406423969851
1202,44,38,0.6333720882818371
793,34,19,0.6324057794289191
780,21,19,0.6313768379845333
639,45,14,0.6304797056428807
561,40,12,0.6292277952912583
328,50,6,0.6263226703255389
327,49,6,0.6255440263570398
987,39,26,0.6239547205917979
756,28,18,0.6235957747882498
78,30,1,0.6218347698346939
1221,42,40,0.6212532275443253
367,46,7,0.6212476697463577
290,12,6,0.6204112743334304
521,38,11,0.6194631884717865
1255,46,44,0.6187962355427125
1273,50,48,0.6169817027748935
331,10,7,0.616780749630248
1225,46,40,0.6167082896942765
289,11,6,0.6159719484323971
484,40,10,0.6153903503695083
644,50,14,0.6144711927585272
636,42,14,0.6141080917202261
108,12,2,0.6133387555346823
1167,48,35,0.6133102712412049
1052,38,29,0.6127689386453699
1272,49,48,0.6117008958826103
228,39,4,0.6101743658820478
1028,35,28,0.6095425269795841
643,49,14,0.6087617485261908
711,48,16,0.6065255125832244
937,38,24,0.6054030312990966
844,26,21,0.6033082392516662
632,38,14,0.6027907920441982
861,43,21,0.6019115520303562
667,38,15,0.6009233426732781
198,9,4,0.5994452510439212
1235,47,41,0.5992372254172738
819,30,20,0.5990182759876987
828,39,20,0.5985377359400109
504,21,11,0.5978140741009118
730,34,17,0.5976230468572856
1010,39,27,0.5960398083379006
921,48,23,0.5957706159547133
850,32,21,0.594745409487957
1166,47,35,0.5941996035660569
1251,48,43,0.5938731364473007
640,46,14,0.5937063275109092
8,9,0,0.5934029467668035
1110,39,32,0.593078410037304
775,47,18,0.5920125470164722
864,46,21,0.5910641804092901
465,21,10,0.5902013067649778
87,39,1,0.5895251013426254
316,38,6,0.588892370523571
326,48,6,0.5883609469445756
1180,47,36,0.5876008843820878
1048,34,29,0.5874738303344952
889,43,22,0.5865224216995387
1143,39,34,0.5863191249004616
927,28,24,0.585278312524752
210,21,4,0.5843796791749826
129,33,2,0.584185319981065
1134,46,33,0.5839766931417247
216,27,4,0.5838978486342126
443,39,9,0.5833041882806143
458,14,10,0.582780657475917
1041,48,28,0.5826862709232531
384,21,8,0.58150947262851
386,23,8,0.5769843580487114
227,38,4,0.5745062215563354
806,47,19,0.5735328280507553
387,24,8,0.5730962108050977
744,48,17,0.5723429198553229
466,22,10,0.5722375807976974
845,27,21,0.5720798200646797
559,38,12,0.5692425049778701
982,34,26,0.5691928577787353
622,28,14,0.5684204956516713
402,39,8,0.5683612061581735
477,33,10,0.5682429387717425
692,29,16,0.5665908375448162
190,47,3,0.5657659073249467
1242,46,42,0.5656596560906522
555,34,12,0.5656559285834557
203,14,4,0.5655354514280113
628,34,14,0.5645790734336982
549,28,12,0.5628858800248181
507,24,11,0.5623106547558117
674,45,15,0.561052292508141
1060,46,29,0.5607731768741427
303,25,6,0.5594629869844541
840,22,21,0.5582546635584839
1254,45,44,0.5572406881974145
777,49,18,0.5567475439110948
302,24,6,0.556511463098323
197,8,4,0.5562777461007457
428,24,9,0.5560988815534905
499,16,11,0.5553752072515522
637,43,14,0.5553122419866953
903,30,23,0.5548579710369319
486,42,10,0.5545038324284518
668,39,15,0.5538272013331518
537,16,12,0.5537724703500356
892,46,22,0.5530856002499704
425,21,9,0.5527945960446199
1123,35,33,0.5509313047364751
926,27,24,0.5505916257690985
1067,33,30,0.550226931865963
617,23,14,0.5491568046162256
217,28,4,0.5475616820274838
54,6,1,0.5450256316242484
1152,48,34,0.544923645649229
778,50,18,0.543965107868806
11,12,0,0.5433907506962613
64,16,1,0.5423462243895161
660,31,15,0.5408281537751478
1213,44,39,0.5407481593234803
877,31,22,0.540417579960759
1057,43,29,0.5398198010885276
573,15,13,0.5398059063641121
671,42,15,0.5397743630328062
879,33,22,0.5391874461601569
1168,49,35,0.5386523074109079
900,27,23,0.5383267879152273
888,42,22,0.5377083493278683
342,21,7,0.5367305798020039
858,40,21,0.5366533947256151
473,29,10,0.5365547388083046
71,23,1,0.5360989218364802
526,43,11,0.5353184276007302
17,18,0,0.5348370207938833
662,33,15,0.5344776124627251
343,22,7,0.5344627923805095
34,35,0,0.5337274935573919
209,20,4,0.5333407891218455
1148,44,34,0.5331099591293333
28,29,0,0.5328066357278273
335,14,7,0.5318716845609474
1076,42,30,0.5318611153832327
306,28,6,0.5303982275788605
902,29,23,0.5298696954528697
307,29,6,0.5291823404425414
1188,42,37,0.5290821071831856
69,21,1,0.5289115496220834
919,46,23,0.5288266362287791
602,44,13,0.5285898458132976
545,24,12,0.527683828474219
1169,50,35,0.5269354146447712
812,23,20,0.5251557564447494
1161,42,35,0.524495508932697
1101,48,31,0.5238981279355464
1131,43,33,0.5224405523791384
634,40,14,0.5220653340855931
10,11,0,0.5216022250894835
1118,47,32,0.521291649544471
687,24,16,0.5206238801316723
529,46,11,0.519228410421593
995,47,26,0.5183189831978875
810,21,20,0.517952768994589
1132,44,33,0.517554587820817
886,40,22,0.516242349219358
298,20,6,0.5161202497381646
849,31,21,0.515990231038013
761,33,18,0.5159119413171949
914,41,23,0.5159011715407072
683,20,16,0.515582398073099
543,22,12,0.5146659986952796
1258,49,44,0.5145137442035768
1037,44,28,0.5144635187174375
1086,33,31,0.5144080315879598
678,49,15,0.5130972803555511
1047,33,29,0.511888462264409
1157,38,35,0.5111074896593002
52,4,1,0.5110799354941357
1240,44,42,0.5108080070421098
312,34,6,0.5103793109031786
710,47,16,0.509107474556442
713,50,16,0.5085861600024655
286,8,6,0.5079871262956341
231,42,4,0.5073764238820764
1097,44,31,0.5073556412158505
766,38,18,0.5064522339777058
21,22,0,0.5062137298203235
287,9,6,0.5044151069437581
222,33,4,0.504131663192499
909,36,23,0.5034772295077862
679,50,15,0.5028875499965363
305,27,6,0.5025407045805823
467,23,10,0.5023151835236348
1259,50,44,0.5022203789921426
1053,39,29,0.5020294475521637
1077,43,30,0.5009257895730801
672,43,15,0.5003730917612044
865,47,21,0.500318281884793
712,49,16,0.5003034463220067
625,31,14,0.4979345464071113
633,39,14,0.49575723307241
542,21,12,0.4937266860876098
250,16,5,0.49338023725846264
226,37,4,0.49315167344090405
315,37,6,0.4917382737725036
1206,48,38,0.4916930513655242
935,36,24,0.4916030357607497
771,43,18,0.49073429947072045
657,28,15,0.4905108483284345
455,11,10,0.49028453349213014
700,37,16,0.488938256700028
1247,44,43,0.48856929806225563
940,41,24,0.4883832652936525
1080,46,30,0.4875257515029872
663,34,15,0.4861004650236055
605,47,13,0.4854572304227572
688,25,16,0.4846398139179702
238,49,4,0.48421497365801763
770,42,18,0.4839061271172288
1158,39,35,0.48339931392988034
1023,30,28,0.4828177093553261
1056,42,29,0.4822427066997667
1261,47,45,0.48192902064972004
233,44,4,0.48123443205207617
370,49,7,0.4805491692451176
1095,42,31,0.4803391143470389
1216,47,39,0.48004192559845366
767,39,18,0.47824187188308087
1061,47,29,0.4771431572471328
1239,43,42,0.47656132670388973
281,47,5,0.47579414323922
928,29,24,0.4751838984715972
1079,45,30,0.4744644013879738
704,41,16,0.4733076707471702
588,30,13,0.4729067112282973
705,42,16,0.4713588445665167
514,31,11,0.471347780221696
319,41,6,0.4709280296563314
46,47,0,0.470093429803225
352,31,7,0.4700670458437808
1125,37,33,0.4689288375398519
1083,49,30,0.4683743317235824
1084,50,30,0.46764431572499665
884,38,22,0.46665481308219925
239,50,4,0.4665164580801785
762,34,18,0.46608206760278376
420,16,9,0.46597065492381023
166,23,3,0.465508544317847
697,34,16,0.46532143450359204
1065,31,30,0.4651485414591057
1222,43,40,0.46454367912316286
103,7,2,0.46401555749607487
13,14,0,0.46373845352118603
474,30,10,0.4634274575249014
142,46,2,0.4613738876486504
536,15,12,0.4613711574440598
364,43,7,0.46129319767766713
1162,43,35,0.460153092023357
610,16,14,0.459758959563973
371,50,7,0.45900666111960875
1093,40,31,0.45869269121000106
219,30,4,0.4578969407506896
257,23,5,0.4573623453516653
618,24,14,0.45677690710511426
606,48,13,0.4555941838767452
94,46,1,0.45546932077610497
136,40,2,0.45485052748089927
966,42,25,0.45333024208924055
106,10,2,0.453234842292772
695,32,16,0.45318154808093875
709,46,16,0.4517423906341191
119,23,2,0.4517220133215753
39,40,0,0.4513342177442786
200,11,4,0.4506208850446397
304,26,6,0.4498753613529016
684,21,16,0.44917445457919436
579,21,13,0.449002367250463
314,36,6,0.44895211532123186
947,48,24,0.4484067232216921
6,7,0,0.4479930958833714
310,32,6,0.44790517309429306
495,12,11,0.44789035463117755
938,39,24,0.4471965098150591
546,25,12,0.4471763172507986
1228,49,40,0.4470134806306186
365,44,7,0.4467062758405743
863,45,21,0.44633177467176854
558,37,12,0.445541399432667
699,36,16,0.44411097739853755
1243,47,42,0.4420704962004472
566,45,12,0.441914827274779
1191,45,37,0.4414250550929592
167,24,3,0.4406495421172802
701,38,16,0.43981060835233604
460,16,10,0.4390653016935022
835,46,20,0.438119089601278
280,46,5,0.4379512554484618
522,39,11,0.4370392547035151
534,13,12,0.4369644583291851
565,44,12,0.43602877824849895
23,24,0,0.435898400548874
9,10,0,0.4358416718985726
896,50,22,0.4353679368029294
1262,48,45,0.43502203131964523
130,34,2,0.4349555214068283
379,16,8,0.434117014388648
282,48,5,0.4336648271472817
58,10,1,0.43333868207575543
493,49,10,0.4327766054718015
1267,49,46,0.43252928388005757
1223,44,40,0.4319553093263493
855,37,21,0.43187846672234775
245,11,5,0.43050964212332066
1229,50,40,0.4300764748229391
895,49,22,0.42993486950748444
91,43,1,0.4278563216854137
1045,31,29,0.427809399935538
616,22,14,0.42773801412608736
1135,47,33,0.42703714494384715
246,12,5,0.42658740238767084
244,10,5,0.4259924439873326
691,28,16,0.4259041349626831
1139,35,34,0.42583342158565873
595,37,13,0.4257369706085564
689,26,16,0.42462575798981655
915,42,23,0.42447967281141646
358,37,7,0.42445730819179533
60,12,1,0.4243138535142368
146,50,2,0.42292470242819863
693,30,16,0.4225345786552732
292,14,6,0.422453625113264
336,15,7,0.42198401408374847
669,40,15,0.4205678387278427
205,16,4,0.41949456016391756
223,34,4,0.4186029491581846
320,42,6,0.41818501920476997
406,43,8,0.41736449517336904
464,20,10,0.414372490288769
729,33,17,0.414211584563038
194,5,4,0.41355541051650274
258,24,5,0.41306208789886034
349,28,7,0.4130504206966524
1068,34,30,0.41269205117124325
690,27,16,0.4124601187186994
541,20,12,0.41029499995899044
706,43,16,0.41019809949206604
880,34,22,0.41006056641258687
45,46,0,0.4096760816106538
291,13,6,0.40952625003116194
906,33,23,0.40877202907900584
782,23,19,0.408722020491548
1,2,0,0.4085280390355536
450,46,9,0.408491754971255
176,33,3,0.40820545791166396
308,30,6,0.40806553907840554
409,46,8,0.4076895043390386
277,43,5,0.4059256216954831
5,6,0,0.40591133066301616
301,23,6,0.405569321633397
681,18,16,0.4046066150473682
1014,43,27,0.40453205892604305
359,38,7,0.4041973105592097
240,6,5,0.403361634093048
567,46,12,0.4028039421811856
276,42,5,0.4026098305527113
535,14,12,0.40253404890220296
832,43,20,0.40250923718526366
124,28,2,0.4021684351772807
1204,46,38,0.401782960198119
550,29,12,0.40164668143256355
297,19,6,0.4013496316344
323,45,6,0.40101193573524063
1156,37,35,0.3995269819836742
317,39,6,0.3993325195551068
159,16,3,0.39878114832202016
1040,47,28,0.39806665635926075
121,25,2,0.3968053796230563
482,38,10,0.39639530782732085
285,7,6,0.39637556914064537
548,27,12,0.39620299088648203
1205,47,38,0.39608096939159937
79,31,1,0.3954505735356873
1072,38,30,0.3932762781188282
698,35,16,0.3928436269013566
456,12,10,0.3925772894766982
682,19,16,0.3924651094338444
1231,43,41,0.3919942143854024
1017,46,27,0.3916367516574445
905,32,23,0.3910316123653054
1234,46,41,0.39047146237765074
551,30,12,0.3902495607503409
494,50,10,0.39022934015160887
708,45,16,0.39021486109879344
1256,47,44,0.38996357303395973
204,15,4,0.38952066886875447
134,38,2,0.38935347156362643
569,48,12,0.3889172776527783
759,31,18,0.38842209373923414
574,16,13,0.3876940548744408
696,33,16,0.3876917105781022
1268,50,46,0.3876099588226997
145,49,2,0.3864967486832351
680,17,16,0.3862133357518826
1192,46,37,0.38529384145645307
1051,37,29,0.38479109664846795
118,22,2,0.3844084836710992
920,47,23,0.3831212741750987
149,6,3,0.3813756717469021
686,23,16,0.38063616442642006
765,37,18,0.3806243965006545
867,49,21,0.3798844113514193
969,45,25,0.3794897631675417
924,25,24,0.37916716835912145
582,24,13,0.37892529972648104
375,12,8,0.3786059515178525
324,46,6,0.377958984171492
414,10,9,0.3753249258243926
820,31,20,0.37505916841288456
299,21,6,0.37478952798905885
957,33,25,0.3744039454416629
373,10,8,0.3743798342167828
738,42,17,0.3740643003610606
288,10,6,0.3737850844780853
944,45,24,0.3736160942106798
897,24,23,0.37300235027686574
1088,35,31,0.3727751612236512
751,23,18,0.37169330391016964
846,28,21,0.3716480266852129
650,21,15,0.37071956339808637
992,44,26,0.37059127710922357
774,46,18,0.3698625405776941
485,41,10,0.369535751246734
783,24,19,0.36921311151652336
946,47,24,0.369154565638819
1002,31,27,0.36907951808615536
1198,40,38,0.3686746227330135
1176,43,36,0.3683328454689392
899,26,23,0.36741696098765514
1033,40,28,0.3663778566912329
994,46,26,0.3649768955016457
133,37,2,0.3646166559285796
185,42,3,0.3645475404157314
201,12,4,0.36406685526967086
631,37,14,0.36374175682878696
214,25,4,0.36371787098230324
394,31,8,0.36364229913556095
641,47,14,0.36357459926220376
991,43,26,0.3626837485513404
544,23,12,0.36248062481883314
719,23,17,0.36188334096259434
1114,43,32,0.36176601937343833
135,39,2,0.36133813139742077
489,45,10,0.36070099123207605
1260,46,45,0.36066899386854284
321,43,6,0.36064064862100964
862,44,21,0.3603081239386881
1179,46,36,0.36019392678653056
471,27,10,0.3601650538624024
111,15,2,0.36016153480142393
868,50,21,0.359595958437622
186,43,3,0.359270244229054
1215,46,39,0.35903373526244176
346,25,7,0.3588705852569703
447,43,9,0.35883163447639577
141,45,2,0.3586039470332584
941,42,24,0.358179290282658
583,25,13,0.35759059694431405
472,28,10,0.3570801770092806
1039,46,28,0.3568075357200563
908,35,23,0.3564480005876019
483,39,10,0.3561384902564626
1177,44,36,0.35589760695463596
581,23,13,0.3554747020641043
481,37,10,0.35530458119352376
1146,42,34,0.3549022072635993
29,30,0,0.3547129470824807
47,48,0,0.35461092634028574
560,39,12,0.35443625388456473
564,43,12,0.35431530837163033
568,47,12,0.35398191815494084
874,28,22,0.3536717992853867
470,26,10,0.3529993934228639
1117,46,32,0.3526306103875277
792,33,19,0.3525663914013533
547,26,12,0.35254727435277894
1129,41,33,0.35250445897674365
1200,42,38,0.3522681607591419
263,29,5,0.3518017388068519
833,44,20,0.35160118364066084
918,45,23,0.3509925357809337
638,44,14,0.35081796534493337
870,24,22,0.35024938973771713
694,31,16,0.3498132806281234
803,44,19,0.34891619949994207
300,22,6,0.34852068243975776
1165,46,35,0.3481100982151364
296,18,6,0.3480654344569694
1270,49,47,0.3479557306142525
30,31,0,0.34730139882108135
923,50,23,0.3472232891192387
720,24,17,0.34710787485745725
318,40,6,0.3465995090905251
931,32,24,0.3459601852055704
925,26,24,0.3458123525842796
366,45,7,0.34446649300340587
480,36,10,0.3443496610970069
437,33,9,0.3441554429667395
140,44,2,0.343943162422609
733,37,17,0.34377801683097403
462,18,10,0.3427946282716868
739,43,17,0.34237648549432953
1081,47,30,0.34219400741033845
1018,47,27,0.34132245142708484
936,37,24,0.3413192908410015
580,22,13,0.341157300833135
702,39,16,0.3406678305370914
1246,50,42,0.3400422193681728
891,45,22,0.3395510340686456
1189,43,37,0.3395210635491699
102,6,2,0.33939133245128694
350,29,7,0.3391187579823384
604,46,13,0.33897988543624874
1245,49,42,0.33895559576564827
1151,47,34,0.33879014115010736
922,49,23,0.337863630966644
109,13,2,0.33770801934180733
334,13,7,0.3375677886278832
476,32,10,0.3375419175381284
553,32,12,0.3366179895822023
1271,50,47,0.3360327873827906
457,13,10,0.33594068598809523
841,23,21,0.33522261180751717
552,31,12,0.3351144220518605
1241,45,42,0.3334298133956019
351,30,7,0.3333461020103366
309,31,6,0.33320046193069586
110,14,2,0.3324048866453427
255,21,5,0.3317539196292213
609,15,14,0.33073330547968777
1185,39,37,0.3307161030343513
1193,47,37,0.3305969144623168
740,44,17,0.3298231635481494
1186,40,37,0.32971514358445986
1126,38,33,0.3292536697262711
904,31,23,0.3292491760344756
1015,44,27,0.3282001327398671
1054,40,29,0.3281610075548932
1124,36,33,0.3279566449699344
