,instrument_1,instrument_2_shifted,distance_corr
552,43,12,0.5219817383825796
181,41,3,0.5217541442444354
1138,41,36,0.5200567498587699
172,32,3,0.519697369874092
628,48,14,0.5196182995927416
159,19,3,0.5190663081580718
1119,49,34,0.5184404300367559
236,7,5,0.5183920171973893
1081,42,32,0.5178711603955155
760,20,19,0.5173440833846189
762,22,19,0.5156763309774831
493,21,11,0.5153791456440721
237,8,5,0.5149147171382812
292,20,6,0.5144694636017155
293,21,6,0.5131378358108803
864,40,22,0.5130833468463344
1208,48,43,0.5130146563746947
285,13,6,0.5118407801033973
637,23,15,0.511827097977986
662,48,15,0.5114844823295989
255,26,5,0.5102046484531078
799,30,20,0.5099404750905402
200,15,4,0.5082691576152261
479,45,10,0.5073704865947789
584,39,13,0.505297565278392
836,39,21,0.504534157123042
629,49,14,0.5039106855621451
1107,37,34,0.5035386439479185
1006,41,28,0.5030311235537369
583,38,13,0.5030154262724417
660,46,15,0.5028924558370667
869,45,22,0.5011269613440597
1082,43,32,0.5003955735344513
720,41,17,0.5000769744296333
622,42,14,0.5000052542684287
575,30,13,0.49984033253646243
987,43,27,0.4998014263066585
1027,42,29,0.4996970073755481
859,35,22,0.49969561565488396
815,46,20,0.49934361402457295
716,37,17,0.49896964047669135
555,46,12,0.49880875505903083
405,10,9,0.4985903569282765
1209,49,43,0.49822749348808293
607,27,14,0.49810923724397727
1190,43,41,0.4980846221818948
176,36,3,0.4972264404698964
885,35,23,0.4961793823456806
1211,46,44,0.4960247152306347
647,33,15,0.4959795281375211
890,40,23,0.49503757123952186
1036,32,30,0.4945677735240738
1003,38,28,0.4907753001328692
721,42,17,0.48845629401807106
1075,36,32,0.48701482226944204
1166,46,38,0.48697864930000606
1156,47,37,0.4860434859759813
1030,45,29,0.48529675063263533
1047,43,30,0.4844835687018399
655,41,15,0.4832474281033672
973,29,27,0.48085609723380673
320,48,6,0.4790731914936104
878,28,23,0.4784947955669434
492,20,11,0.47823782389552616
654,40,15,0.47769519213596023
231,46,4,0.47689353657854044
269,40,5,0.476206744361477
1011,46,28,0.4745798928635676
1029,44,29,0.47418066939359466
1015,30,29,0.47353603661880794
1045,41,30,0.47282728809917784
538,29,12,0.4712495790197599
834,37,21,0.47089877260770974
613,33,14,0.4707181086835214
188,48,3,0.47038950217933073
638,24,15,0.46987085699284253
1189,42,41,0.46846993588794594
1112,42,34,0.46626907521132716
888,38,23,0.4652518966586242
183,43,3,0.46519839298657467
69,22,1,0.46511825614952973
424,29,9,0.46492914757701115
1108,38,34,0.46486977393527573
302,30,6,0.4648118309858914
1197,43,42,0.4639363800599321
717,38,17,0.4636846275777159
264,35,5,0.4627041717497948
1034,49,29,0.4608141298962062
496,24,11,0.4607188970361433
464,30,10,0.4605350305618102
265,36,5,0.4593167312619716
650,36,15,0.45928093539607
1033,48,29,0.45855266404120515
651,37,15,0.45785392975204525
645,31,15,0.45764010115736237
169,29,3,0.4571343823900962
508,36,11,0.456958199892857
254,25,5,0.4562468723682563
314,42,6,0.4553102665854452
712,33,17,0.45528388451528823
486,14,11,0.4551752556421404
529,20,12,0.45453447686155596
308,36,6,0.4521184031060915
556,47,12,0.45198322585076917
189,49,3,0.4517289195398785
116,22,2,0.4514812832587498
53,6,1,0.4512522791691215
321,49,6,0.450728299164683
805,36,20,0.4500838619067329
516,44,11,0.4499336618496521
370,15,8,0.44948350897427075
260,31,5,0.44889227952148936
568,23,13,0.4485326773109809
1172,42,39,0.4485222710205347
649,35,15,0.44684639517695807
1178,48,39,0.44526617085159315
410,15,9,0.44487996936152613
813,44,20,0.4447488801113527
845,48,21,0.4440805200884624
641,27,15,0.44386394656163664
897,47,23,0.44362239091077516
846,49,21,0.44247907930236674
44,45,0,0.4421415600223253
484,12,11,0.441969731024254
208,23,4,0.44178093054719303
560,15,13,0.44155450659106593
472,38,10,0.4409090205047262
155,15,3,0.44036850188918814
92,45,1,0.4394579722227321
150,10,3,0.4387702971921255
634,20,15,0.4387545107278397
515,43,11,0.4385924742494393
86,39,1,0.4382349572302214
445,11,10,0.4370905596238347
1193,46,41,0.43703896973381395
659,45,15,0.4347909908226337
545,36,12,0.43330488527748806
117,23,2,0.43274049531973147
230,45,4,0.43202943472113176
916,41,24,0.4318443134510869
242,13,5,0.43081170956769643
144,4,3,0.4303531429550214
1043,39,30,0.43031662083319855
643,29,15,0.4302609581105553
1212,47,44,0.43013931215628487
679,32,16,0.4299319269540036
995,30,28,0.429617449719234
207,22,4,0.429554368163326
1217,48,45,0.42895187629505843
232,47,4,0.42837413892928583
1089,34,33,0.42806825176271246
443,48,9,0.4277939499262045
56,9,1,0.4276853737290032
195,10,4,0.426199666225459
865,41,22,0.4261460560945604
785,45,19,0.42540471490538084
1141,44,36,0.4249964915971986
315,43,6,0.42476356011265476
640,26,15,0.4246141596304016
241,12,5,0.4242452678608253
1085,46,32,0.42306684983920123
1018,33,29,0.4228925549012221
126,32,2,0.4224463404049406
1179,49,39,0.4220262000675888
414,19,9,0.4219191687151774
491,19,11,0.4215471828882141
8,9,0,0.42140892518790635
80,33,1,0.4204291250058979
639,25,15,0.4200035306893503
194,9,4,0.4196707872812467
329,15,7,0.4186303992169081
41,42,0,0.4175801564946216
1155,46,37,0.41637802016208547
619,39,14,0.4150503406147834
190,5,4,0.41483904107553615
273,44,5,0.4127296201097846
96,49,1,0.4125424789124684
990,46,27,0.4124366609829505
267,38,5,0.41217764143706853
299,27,6,0.41179936899779757
1206,46,43,0.40872073220514477
309,37,6,0.40868688192276403
270,41,5,0.40843322087380834
71,24,1,0.40840951739470277
830,33,21,0.4083254794752453
258,29,5,0.4081498953434986
247,18,5,0.4079648319638851
10,11,0,0.40777195763134416
196,11,4,0.4072266952516576
498,26,11,0.40692324721698575
286,14,6,0.4068321583129734
517,45,11,0.405175024272107
1173,43,39,0.4050593475955879
251,22,5,0.4047014492651121
856,32,22,0.4043999051339889
566,21,13,0.4040049005344084
485,13,11,0.40395057836681764
356,42,7,0.40392598351681624
1022,37,29,0.40209233110328263
631,17,15,0.4006302715975849
847,23,22,0.4004574160920303
227,42,4,0.40018932809654156
1154,45,37,0.4000713297386894
732,22,18,0.3994710767631446
173,33,3,0.3991983644722044
500,28,11,0.3986221720530774
432,37,9,0.39856222745939845
1106,36,34,0.3966722049121788
359,45,7,0.3956012082916051
1001,36,28,0.3953750275432752
964,42,26,0.39491015093214027
235,6,5,0.3945963539976056
109,15,2,0.39420378308085463
782,42,19,0.3935644222761435
400,45,8,0.3930116750895983
646,32,15,0.3929460623315687
632,18,15,0.3925351398955136
74,27,1,0.3917315800081073
581,36,13,0.3911546062716606
855,31,22,0.3911412794589168
688,41,16,0.3910265446261974
636,22,15,0.3902671090354655
226,41,4,0.39015874185237204
648,34,15,0.3894326256616737
524,15,12,0.38848101371491534
296,24,6,0.3877192832326682
1181,42,40,0.38767594072725386
658,44,15,0.38733991515984467
1142,45,36,0.38598063785615644
501,29,11,0.38595683054695235
894,44,23,0.38526603647869434
29,30,0,0.38423109191458604
715,36,17,0.3838616179354179
630,16,15,0.3838101712684043
135,41,2,0.38359915866573246
519,47,11,0.3835899171850915
154,14,3,0.3833031325933219
83,36,1,0.38303626544710573
1218,49,45,0.38264450076713374
444,49,9,0.38254165553026337
709,30,17,0.38175640301735964
656,42,15,0.38140001878554647
817,48,20,0.37853401466892167
967,45,26,0.37841235299401027
274,45,5,0.378306756959595
870,46,22,0.3774718491518279
1184,45,40,0.37741477738581514
95,48,1,0.3774007415647173
435,40,9,0.37722743277729076
68,21,1,0.3772222990098872
151,11,3,0.3770602094978278
406,11,9,0.37493888057299507
84,37,1,0.3747410178257266
238,9,5,0.3724224014155566
824,27,21,0.37186648808888484
849,25,22,0.3715214662585634
907,32,24,0.37147318914262606
942,43,25,0.37121099464546903
1038,34,30,0.37110823577850094
820,23,21,0.3703673743126549
249,20,5,0.37020766541137395
742,32,18,0.3696858846879435
164,24,3,0.3689199052839155
99,5,2,0.36835764737542165
796,27,20,0.36815741438121025
431,36,9,0.3680480022610185
421,26,9,0.367522716529765
724,45,17,0.36642333508346664
532,23,12,0.36611882050197825
812,43,20,0.36608578743812303
919,44,24,0.365597968026859
1148,39,37,0.36527835063489533
323,9,7,0.36470501867172417
533,24,12,0.36445250852175276
770,30,19,0.3635530673164794
858,34,22,0.3629897867657071
591,46,13,0.362435625590541
868,44,22,0.36206048114437844
941,42,25,0.3613484914090793
1126,42,35,0.36094349530612885
1064,42,31,0.36072166891421886
510,38,11,0.36036114915636536
433,38,9,0.3602508507362605
364,9,8,0.3602059954664503
1210,45,44,0.35948409428004474
1165,45,38,0.3592335281624251
420,25,9,0.3584490407750793
439,44,9,0.3581492194048126
701,22,17,0.3580840368888981
983,39,27,0.35794648213908214
325,11,7,0.3579171400527799
944,45,25,0.3578051145635923
422,27,9,0.35741624869785715
497,25,11,0.3568094168304859
952,30,26,0.35633320744072255
874,24,23,0.35626737517504636
387,32,8,0.35583010329382153
669,22,16,0.35465837278088164
213,28,4,0.3541983255245865
268,39,5,0.35395834384472363
494,22,11,0.35395309439388833
818,49,20,0.3533369294950826
989,45,27,0.35318823677286376
250,21,5,0.35313377502890636
600,20,14,0.35275949684526314
733,23,18,0.3523545038768041
1127,43,35,0.35197621593719286
271,42,5,0.35174845529227033
875,25,23,0.3513083976280062
91,44,1,0.3511060421074002
136,42,2,0.35103271446044715
1196,49,41,0.3507012992354441
430,35,9,0.3502233605025635
683,36,16,0.3502098231062619
344,30,7,0.35002622465446454
316,44,6,0.3495334186962364
85,38,1,0.34953254711409926
1129,45,35,0.3493083714376088
968,46,26,0.3483219362418576
246,17,5,0.34788818870878513
896,46,23,0.3478614493778834
397,42,8,0.34746023073894244
1079,40,32,0.34739440181219666
514,42,11,0.34734553678949875
588,43,13,0.3472045338019465
1115,45,34,0.34707394236733285
1101,46,33,0.3469111595053808
841,44,21,0.34668981116387554
1195,48,41,0.3466776012467019
753,43,18,0.3461949772315315
783,43,19,0.3453602902443552
751,41,18,0.3439593397308955
426,31,9,0.34366462076660603
835,38,21,0.34364350098082397
531,22,12,0.3433551271051765
1139,42,36,0.3432196984101497
881,31,23,0.3428686845156389
689,42,16,0.342682862178365
518,46,11,0.34263021378182634
1067,45,31,0.3425731268364538
284,12,6,0.3424338671957406
412,17,9,0.34216564916641545
503,31,11,0.34200352261981715
1031,46,29,0.3418871815215906
52,5,1,0.34137701952618393
873,49,22,0.3406135823917798
791,22,20,0.33957831674376193
891,41,23,0.33890653328438236
554,45,12,0.33850118819139174
922,47,24,0.3380920707923652
1150,41,37,0.3376616313046099
1220,48,46,0.3374795232969921
872,48,22,0.33684626880299245
300,28,6,0.33649900013147643
1096,41,33,0.3361935464626412
1004,39,28,0.33595084053900764
652,38,15,0.33585547461872894
670,23,16,0.33534110145939694
407,12,9,0.3347992768323669
1191,44,41,0.33406956515131
530,21,12,0.33322508309352433
793,24,20,0.3331837573896685
644,30,15,0.33198337524611354
466,32,10,0.33145893956607747
1180,41,40,0.3311871402854779
1076,37,32,0.3311457947592923
844,47,21,0.3311068227865854
475,41,10,0.3308427051985016
559,14,13,0.3301351882585717
502,30,11,0.3296855872204546
1135,38,36,0.32948553897836536
786,46,19,0.32919024650306894
1202,48,42,0.3288849488149628
205,20,4,0.32866051678868874
59,12,1,0.32829774212088864
61,14,1,0.3282223888314522
913,38,24,0.3280669122989963
1221,49,46,0.3279769266709043
923,48,24,0.32777552651431385
1028,43,29,0.3276296148292422
228,43,4,0.3272230527956404
301,29,6,0.32672889935028093
1044,40,30,0.3264230474327124
259,30,5,0.325985828496365
1182,43,40,0.3244074282204714
396,41,8,0.3242156636747974
700,21,17,0.3236647614986097
1074,35,32,0.3232788872228372
310,38,6,0.32260943255123437
550,41,12,0.322558307047264
1086,47,32,0.3218231394889438
1083,44,32,0.3213720070461762
599,19,14,0.32118644769634014
130,36,2,0.3204743624255677
90,43,1,0.3204507450979898
886,36,23,0.3192648953741262
429,34,9,0.3187957615567699
752,42,18,0.3186663705712639
45,46,0,0.31826509682992465
1174,44,39,0.3181946429538564
1024,39,29,0.31812028418264693
924,49,24,0.31765346335517985
541,32,12,0.3175840316448655
1065,43,31,0.31739935901613975
512,40,11,0.3173234572610487
690,43,16,0.31643122312656324
1087,48,32,0.31590908464911827
42,43,0,0.31584221418238945
1039,35,30,0.3157707122592568
187,47,3,0.31447456372896093
193,8,4,0.3140640930594626
139,45,2,0.3139683181731672
360,46,7,0.3135297665633458
965,43,26,0.3134678686691025
65,18,1,0.3129481854089463
306,34,6,0.31287305171352714
261,32,5,0.3127394929508332
294,22,6,0.31190275770783427
60,13,1,0.3118961504821763
366,11,8,0.3113620650015209
