,instrument_1,instrument_2,distance_corr
1197,38,39,0.05690963758391408
1058,29,44,0.056901868152899625
314,6,36,0.05682985440234786
140,2,44,0.05678449903966467
326,6,48,0.0567302497394489
15,0,16,0.05673006269659505
260,5,26,0.05669456068792423
722,17,26,0.056674839947091285
1083,30,49,0.05661120889297209
54,1,6,0.056605185789451035
1127,33,39,0.056557598819364306
1008,27,37,0.056551329920738476
1101,31,48,0.05654081192441661
1225,40,46,0.056540609821198885
661,15,32,0.0565252586431285
725,17,29,0.05649734293455621
362,7,41,0.056458935922488976
13,0,14,0.056422100079147594
20,0,21,0.05641377638330307
1024,28,31,0.05634982472757338
1010,27,39,0.05634840328658768
829,20,40,0.05629940562058661
1011,27,40,0.05628006251525168
1176,36,43,0.05627559560067874
1061,29,47,0.05620059258429218
586,13,28,0.05619545606490209
400,8,37,0.05616251885877528
244,5,10,0.05615405974979037
818,20,29,0.0561319070138742
428,9,24,0.05612290188248652
573,13,15,0.0560803528749206
264,5,30,0.05601492209636029
414,9,10,0.05600862635801309
951,25,27,0.05597671101588243
87,1,39,0.055944851441489966
64,1,16,0.0559091758565341
714,17,18,0.055888746638304926
563,12,42,0.05580526183760121
1223,40,44,0.055782524588932826
1139,34,35,0.05576068085110987
1120,32,49,0.05571819897490022
6,0,7,0.05570831014492171
602,13,44,0.05570634342511605
896,22,50,0.05570001760804611
1002,27,31,0.05568082500094909
447,9,43,0.0556469781721701
14,0,15,0.05563593930418493
316,6,38,0.05560047669032239
633,14,39,0.05559998330428729
1157,35,38,0.05559954012020367
1033,28,40,0.05558863512325561
634,14,40,0.05557707321994021
269,5,35,0.05556852553134384
444,9,40,0.05555392508551037
619,14,25,0.055537957520726294
51,1,3,0.05552906900198849
335,7,14,0.05551909894411114
62,1,14,0.055503037021124385
474,10,30,0.05548010897088341
905,23,32,0.05546617976063356
453,9,49,0.05545878596492083
1014,27,43,0.05542869499389187
28,0,29,0.05537774995386316
743,17,47,0.055363589968586875
538,12,17,0.05531397100921246
228,4,39,0.05529180946703183
42,0,43,0.05528308253459101
161,3,18,0.0552424360587453
373,8,10,0.05519127505092206
846,21,28,0.05517368404535063
452,9,48,0.05506731956006517
386,8,23,0.05503384800834652
1246,42,50,0.0550194267177177
1135,33,47,0.05499100978719855
691,16,28,0.054987566647652995
918,23,45,0.05497340077696808
523,11,40,0.05497180039294539
654,15,25,0.0549545605283996
749,18,21,0.05495277829828596
724,17,28,0.05494296159379637
199,4,10,0.05490628360621081
1227,40,48,0.05488836152595332
1040,28,47,0.05488596508579349
395,8,32,0.05487512058816767
294,6,16,0.054867886762993076
389,8,26,0.054861651817950594
957,25,33,0.05483442303833737
1103,31,50,0.05481914135166025
559,12,38,0.05481451937991052
658,15,29,0.054797876229596636
828,20,39,0.05479469400857009
670,15,41,0.054776488335739636
1168,35,49,0.05476002609282081
1125,33,37,0.054759989577015784
1165,35,46,0.0547374038366269
802,19,43,0.054700879347908064
0,0,1,0.05469957153272329
218,4,29,0.054666114872926004
1256,44,47,0.05466442483406959
817,20,28,0.05464758023591613
511,11,28,0.054623712780865745
959,25,35,0.0545971998149354
930,24,31,0.054596752168661104
53,1,5,0.05459641924320288
1200,38,42,0.0545940507762171
129,2,33,0.054572980080281226
641,14,47,0.05455987254959115
338,7,17,0.05455454065694791
750,18,22,0.05454606565920259
528,11,45,0.054544763482483896
709,16,46,0.054541232377072715
1156,35,37,0.05453358240873711
698,16,35,0.05452767929219822
561,12,40,0.05452366114416177
131,2,35,0.05450889715046188
379,8,16,0.054486326765867996
1084,30,50,0.05447649245085448
1099,31,46,0.05447350063984402
168,3,25,0.0544592283167201
1147,34,43,0.054457875293824745
285,6,7,0.05442166955388627
983,26,35,0.05440897909709348
1052,29,38,0.054406658133679626
985,26,37,0.05439177773985025
962,25,38,0.054376554581808303
1201,38,43,0.0543688260988006
546,12,25,0.05433631612148613
770,18,42,0.054319551145161155
524,11,41,0.05431792995324371
512,11,29,0.05431395094548842
1,0,2,0.054289549119917006
133,2,37,0.054276673496415066
301,6,23,0.054274763355505934
409,8,46,0.054264416888233455
1115,32,44,0.054229189623315514
334,7,13,0.05421901342773817
322,6,44,0.054178096312946844
719,17,23,0.054144398401998514
1194,37,48,0.05414309729007861
1230,41,42,0.05413232933603396
1216,39,47,0.054126731641984775
742,17,46,0.054093986958987844
1114,32,43,0.05408497654848558
227,4,38,0.054080270423826654
1173,36,40,0.054073492079761615
273,5,39,0.05406313100119062
1098,31,45,0.05405332215960661
941,24,42,0.05404961901902086
531,11,48,0.05404658664137306
319,6,41,0.054003594098017776
894,22,48,0.05393609477932424
179,3,36,0.05393215810088154
1210,39,41,0.0538978795343132
1065,30,31,0.05388024388476585
842,21,24,0.05385155758052902
440,9,36,0.05383216435628494
149,3,6,0.05383114916437709
494,10,50,0.0537626700046093
432,9,28,0.05374438638266188
309,6,31,0.05374079916335915
420,9,16,0.05369582531030957
114,2,18,0.053642626018359195
1090,31,37,0.053640139743155776
317,6,39,0.0536054610898663
851,21,33,0.05359938690336069
999,27,28,0.053593347631937266
270,5,36,0.05359228517288352
426,9,22,0.0535865029547991
1184,37,38,0.053530026932257356
10,0,11,0.053511946261091986
1030,28,37,0.05349149483388928
777,18,49,0.053471480937167123
464,10,20,0.05341485189611775
350,7,29,0.05336788365059431
993,26,45,0.05336029584954317
1080,30,46,0.0532988828090441
1248,43,45,0.0532972815962061
86,1,38,0.05327573657242894
737,17,41,0.05325928533710279
591,13,33,0.05325011313239798
406,8,43,0.05319251500877622
594,13,36,0.053191059589006426
731,17,35,0.053182789815200394
169,3,26,0.05314613968720896
944,24,45,0.053108299556209916
214,4,25,0.05308943018349739
1162,35,43,0.05308805290359347
3,0,4,0.053051223246431196
330,7,9,0.05303339887749824
472,10,28,0.05298420166942239
882,22,36,0.05297498626264608
987,26,39,0.05293382729758825
969,25,45,0.05287292003311594
835,20,46,0.052867210674660735
779,19,20,0.05286430379413069
468,10,24,0.05284478064737543
968,25,44,0.05283135022243017
859,21,41,0.05279165697023277
481,10,37,0.05278312024912894
549,12,28,0.05275662619893982
503,11,20,0.05275651911634928
806,19,47,0.05271583679861477
555,12,34,0.052627489056884066
1164,35,45,0.052615596869221
1004,27,33,0.05260407366015752
460,10,16,0.05258567945683786
599,13,41,0.052581795802261355
425,9,21,0.05257985911156555
735,17,39,0.052563282071328474
116,2,20,0.05255124983475282
487,10,43,0.05253922124281221
467,10,23,0.05244840055711503
571,12,50,0.05240877666101329
190,3,47,0.0523878183863555
880,22,34,0.052382990752129543
929,24,30,0.052377761883611346
794,19,35,0.052368859405256145
182,3,39,0.0523370842960361
909,23,36,0.052318081097109156
1050,29,36,0.0523163746924423
535,12,14,0.05231454558933797
385,8,22,0.05231174260661375
236,4,47,0.052292779559581976
35,0,36,0.052278959071712566
1104,32,33,0.05225641030319049
418,9,14,0.05223372484986661
465,10,21,0.052175996611895877
9,0,10,0.052168559467710963
860,21,42,0.05216602192935571
247,5,13,0.05210095373384514
526,11,43,0.05206046029859657
1095,31,42,0.052042876499635946
1160,35,41,0.05203632250459489
229,4,40,0.05201493118202573
668,15,39,0.05201031439059575
232,4,43,0.05198663468762
1057,29,43,0.05197901162571756
63,1,15,0.05195764361562358
785,19,26,0.05191339112918207
1025,28,32,0.051890794245617614
1012,27,41,0.05188610649924849
352,7,31,0.05186955067089066
1257,44,48,0.05184543141238146
1134,33,46,0.051842781543163
637,14,43,0.05179065260433576
136,2,40,0.05179034342292253
437,9,33,0.05176175796136935
331,7,10,0.05174436361053369
1151,34,47,0.05171230780833627
142,2,46,0.05167130203302354
1069,30,35,0.051667298038879886
390,8,27,0.05161620165288995
706,16,43,0.051616186278625194
923,23,50,0.05160536728610654
988,26,40,0.05160226297616611
995,26,47,0.0515990789458296
1141,34,37,0.051585770027750756
93,1,45,0.051575114284805774
360,7,39,0.051570120047225054
97,1,49,0.05156685667939976
188,3,45,0.0515590681872246
1270,47,49,0.05151263475998432
652,15,23,0.05150845299103525
557,12,36,0.05146492135106316
268,5,34,0.05145759751151028
176,3,33,0.051447034130258376
321,6,43,0.05144207169795535
394,8,31,0.05141635903044411
486,10,42,0.05141601508391585
617,14,23,0.05138414905682601
24,0,25,0.05137075494409632
90,1,42,0.05135338217608466
605,13,47,0.05132333644813254
977,26,29,0.05131996000184356
953,25,29,0.05130048383476543
89,1,41,0.05129970181502789
601,13,43,0.051299217520248144
915,23,42,0.05128313646982061
1177,36,44,0.05125434778625242
621,14,27,0.05125267642263608
795,19,36,0.05124972290975752
201,4,12,0.05123943312513235
475,10,31,0.051226003005658445
919,23,46,0.051206344363175976
235,4,46,0.051163175615720605
1112,32,41,0.05115811212026738
187,3,44,0.05115452624596148
508,11,25,0.051154150604005785
71,1,23,0.051136921268988604
311,6,33,0.051102274403351355
1073,30,39,0.051077635923739324
955,25,31,0.0510750133482911
1267,46,49,0.05107202686621615
780,19,21,0.05105939497105811
954,25,30,0.05105758452041631
191,3,48,0.05101831703554488
170,3,27,0.0510086693286353
1234,41,46,0.0510004913981829
1027,28,34,0.0509817424583243
685,16,22,0.05095628185974871
137,2,41,0.0509538821034196
566,12,45,0.05090286568179168
171,3,28,0.05090269227398332
907,23,34,0.050831280549095366
892,22,46,0.05081301089155349
506,11,23,0.05079619592050053
478,10,34,0.05078549525094105
1046,29,32,0.050755764000096903
1132,33,44,0.050745929412353966
1237,41,49,0.0507163815789055
375,8,12,0.05067736390191835
1144,34,40,0.050666450347530714
1029,28,36,0.05064932998299993
340,7,19,0.050620628990167726
739,17,43,0.050561787875896234
333,7,12,0.05054430370179515
1224,40,45,0.05053735816835602
963,25,39,0.0504827083715843
610,14,16,0.05047452904266547
801,19,42,0.050456590527681144
553,12,32,0.05044133874944496
455,10,11,0.05041058814328023
281,5,47,0.050404115580035894
704,16,41,0.05038565684843856
318,6,40,0.0503781637517002
150,3,7,0.05035819698178026
1228,40,49,0.050339561729220786
434,9,30,0.05031641714132876
216,4,27,0.050233005642232154
1273,48,50,0.05020562358697031
1149,34,45,0.05019987020834049
1124,33,36,0.05018965854823398
98,1,50,0.05017501021448623
630,14,36,0.05011877177470393
548,12,27,0.05011172769486247
206,4,17,0.05008074543201026
798,19,39,0.05006424791725081
310,6,32,0.05005871918654836
427,9,23,0.050036988035928556
782,19,23,0.05003376289837096
69,1,21,0.05003135910006843
878,22,32,0.050023670837356114
401,8,38,0.049953104955506734
12,0,13,0.04992692462473716
1096,31,43,0.04992137374828726
518,11,35,0.04989817113302196
1169,35,50,0.049893872096929845
215,4,26,0.049868520518181705
100,2,4,0.04986565154248174
767,18,39,0.04985484083391095
349,7,28,0.049804935939343147
257,5,23,0.04979144166218667
888,22,42,0.04975792976662188
22,0,23,0.04974958121392153
343,7,22,0.049749467629593334
489,10,45,0.049735391114856385
1136,33,48,0.049703605209687265
413,8,50,0.04970215341451648
752,18,24,0.04968268692307357
789,19,30,0.049675841657636846
991,26,43,0.0496705653717447
1026,28,33,0.049654808645527564
660,15,31,0.04963257640301182
517,11,34,0.04962926420889271
1196,37,50,0.04962095221850418
1102,31,49,0.0496148855761043
256,5,22,0.049578939339986174
762,18,34,0.049575698693002046
1212,39,43,0.04957533599106147
1056,29,42,0.04956363819973177
1087,31,34,0.04953662927476157
744,17,48,0.04951364467991494
77,1,29,0.04950640847605009
694,16,31,0.049467828467462185
986,26,38,0.04939675977893338
501,11,18,0.049385839314716413
1199,38,41,0.04937873156154664
141,2,45,0.04934751694296237
1043,28,50,0.049306537209427154
543,12,22,0.04930109985509324
827,20,38,0.049299868882027684
1109,32,38,0.04927603977352434
580,13,22,0.04921647392452061
193,3,50,0.049203353122919215
254,5,20,0.04915257397582266
448,9,44,0.0491506713627013
1034,28,41,0.04913307595513734
442,9,38,0.049115643610368624
1077,30,43,0.04909585749439989
32,0,33,0.049089539573125084
348,7,27,0.04907796721796794
597,13,39,0.04905722075216565
924,24,25,0.049048798159904185
560,12,39,0.04904561912034557
1231,41,43,0.04899827834070138
128,2,32,0.04890923053760886
1060,29,46,0.0489040091565753
369,7,48,0.048896560710002625
