,instrument_1,instrument_2_shifted,distance_corr
353,7,32,0.6736803833849666
1228,40,49,0.672806940561767
559,12,38,0.6717909859281781
841,21,23,0.6716665506447583
1038,28,45,0.670119802830717
604,13,46,0.6676998840649164
108,2,12,0.667395772748958
1133,33,45,0.6657819244624781
1040,28,47,0.6654997888932589
626,14,32,0.6641621513568922
5,0,6,0.6632384036297824
363,7,42,0.6631020032335058
553,12,32,0.6629667274233112
449,9,45,0.6627992449723962
586,13,28,0.6626263891363527
342,7,21,0.6625277612475279
357,7,36,0.6619090620395202
340,7,19,0.6610358654137437
56,1,8,0.6591926104058675
25,0,26,0.6587262315710619
1070,30,36,0.6574833454372316
804,19,45,0.6573297363778855
1243,42,47,0.6565869103598064
644,14,50,0.6558391132370497
290,6,12,0.6556989988406519
31,0,32,0.6550857912596719
865,21,47,0.6536271492273577
330,7,9,0.6526984739035678
1064,29,50,0.6524757892799776
1122,33,34,0.6524455031844156
1134,33,46,0.6520482608677313
1045,29,31,0.6515023798225008
1055,29,41,0.6511938710233011
1242,42,46,0.6510797025334462
341,7,20,0.6507548767689308
1252,43,49,0.6496144932447887
368,7,47,0.6492230473277285
46,0,47,0.6485945906100262
1041,28,48,0.6478188133962529
321,6,43,0.6469947714861753
892,22,46,0.6458323462111724
868,21,50,0.6450519810794847
463,10,19,0.6441738786415488
740,17,44,0.6439489968518625
870,22,24,0.6436455497602541
1081,30,47,0.6421674186807071
926,24,27,0.6411324737861915
648,15,19,0.6409413228340194
187,3,44,0.6408555425330454
174,3,31,0.639940830998957
972,25,48,0.6391964696669413
539,12,18,0.6388619730923092
909,23,36,0.6388345318472106
612,14,18,0.6386670598447476
882,22,36,0.6378821288737869
640,14,46,0.6375097667596018
128,2,32,0.6366080081825006
1094,31,41,0.6361120632825495
613,14,19,0.63573542518441
861,21,43,0.6350462475491925
66,1,18,0.6345032558223292
83,1,35,0.6342023624031272
579,13,21,0.633827134336947
1063,29,49,0.6331055454447136
622,14,28,0.632566199316628
335,7,14,0.6321118935394391
356,7,35,0.6310757837390948
496,11,13,0.6301571105500465
1112,32,41,0.6297860987427297
1229,40,50,0.6297521753108508
1257,44,48,0.6293904030711306
486,10,42,0.6291433095666811
982,26,34,0.6290443017651598
914,23,41,0.6287763853099394
1061,29,47,0.6276551947695826
834,20,45,0.627478954804604
614,14,20,0.6268005772821268
1088,31,35,0.6267849371743086
1196,37,50,0.6265715837137376
824,20,35,0.621656028681377
1102,31,49,0.6216504031544269
1151,34,47,0.6213521654759802
33,0,34,0.6212651603998889
574,13,16,0.6209054567979044
1195,37,49,0.6208688648118972
1226,40,47,0.6206341852531849
1149,34,45,0.6198765960066671
630,14,36,0.61953479915329
1103,31,50,0.6194024479064536
854,21,36,0.6193306071484234
989,26,41,0.6186120330958962
563,12,42,0.6180882476924812
17,0,18,0.6172928542245755
527,11,44,0.6171821976999734
975,26,27,0.6129973907948613
505,11,22,0.6119205939391831
1203,38,45,0.6116870833528419
1221,40,42,0.6114529891004193
278,5,44,0.611139174289162
1123,33,35,0.6108969601578996
1174,36,41,0.6106282463740296
974,25,50,0.6104450958823712
421,9,17,0.6099578311441396
661,15,32,0.6098286691227022
1085,31,32,0.6094340490570984
927,24,28,0.6094189005093112
1075,30,41,0.6090901197044072
67,1,19,0.6085018148110785
158,3,15,0.6067890390070362
900,23,27,0.6064747318227368
186,3,43,0.6060239826084991
845,21,27,0.6060022033269471
351,7,30,0.6055279498959528
534,12,13,0.6049209212645004
45,0,46,0.6046162703403654
93,1,45,0.6043451417536433
327,6,49,0.6040423801832077
419,9,15,0.6039782778376165
144,2,48,0.6036701101577634
12,0,13,0.6030503761272878
641,14,47,0.602926722244163
15,0,16,0.6023262520116461
122,2,26,0.6020806604691787
687,16,24,0.6018919630578221
973,25,49,0.6014889733228497
555,12,34,0.6008887950544155
227,4,38,0.6007293317861357
1050,29,36,0.5996225072329474
610,14,16,0.5992527786764856
375,8,12,0.599196226028587
618,14,24,0.5989248539044588
302,6,24,0.5978708738807995
1182,36,49,0.5975721564812473
309,6,31,0.5974992235033686
843,21,25,0.5974278278685093
462,10,18,0.5971470269277482
130,2,34,0.5966203738978638
846,21,28,0.5965459195196443
956,25,32,0.5964497305107076
256,5,22,0.5963704368274279
345,7,24,0.5963588305814417
711,16,48,0.5961798298124753
984,26,36,0.5961533379440593
448,9,44,0.5960631241960078
1216,39,47,0.5960596676413704
1167,35,48,0.5958672181415852
650,15,21,0.5957470036113592
934,24,35,0.5940745413362427
1035,28,42,0.5939397867303781
747,18,19,0.5931373794222358
566,12,45,0.5930715917273144
624,14,30,0.5919498203165242
897,23,24,0.5914642133939416
848,21,30,0.591260127358087
922,23,49,0.5911718780999737
1177,36,44,0.5900996790668653
1027,28,34,0.5894552657868579
479,10,35,0.5891288791663141
320,6,42,0.588384603436578
470,10,26,0.5880218987406018
325,6,47,0.5873057912587936
925,24,26,0.5872478516307732
953,25,29,0.5867663700936632
750,18,22,0.5856810527850651
1118,32,47,0.5854595816968421
503,11,20,0.5853973104773291
1056,29,42,0.5838482234657072
61,1,13,0.58344427302867
390,8,27,0.5833040230773393
1051,29,37,0.58324186502082
710,16,47,0.583175142847444
1162,35,43,0.5823875736855567
1187,37,41,0.5820785244949948
1025,28,32,0.5819114777831506
888,22,42,0.5817611914199183
674,15,45,0.5817321718858468
1089,31,36,0.5814826611117516
807,19,48,0.5811382907264289
405,8,42,0.5808961747059675
465,10,21,0.5804255496782168
776,18,48,0.5793937750522863
1200,38,42,0.578483557416735
962,25,38,0.5774846377457212
102,2,6,0.5774034428037911
528,11,45,0.5773618291687821
44,0,45,0.5772124439314454
998,26,50,0.5769719393510445
112,2,16,0.5768800220908415
632,14,38,0.5764300464472428
359,7,38,0.5757791582286473
1255,44,46,0.5750842003189368
1183,36,50,0.5745973150300828
1018,27,47,0.5742179983072672
374,8,11,0.5741915836319527
893,22,47,0.574127428497163
1215,39,46,0.5739970976164812
901,23,28,0.5736894405810423
410,8,47,0.5721886666100584
830,20,41,0.5720046037160919
16,0,17,0.5718647923396033
1012,27,41,0.5718646799860098
977,26,29,0.5718565454878851
181,3,38,0.571544902828955
76,1,28,0.570677489034297
923,23,50,0.5697669412320722
1130,33,42,0.568574447588946
1120,32,49,0.568515761728231
9,0,10,0.568408179027857
1222,40,43,0.5682761571145692
994,26,46,0.5680910986436292
34,0,35,0.5679283666955954
727,17,31,0.5662976010304971
328,6,50,0.5659166371262591
232,4,43,0.5658660321002048
60,1,12,0.5654924117093795
442,9,38,0.5652861297802656
884,22,38,0.5644649274890539
929,24,30,0.564455559807393
293,6,15,0.5644246555407127
89,1,41,0.5638172061228847
931,24,32,0.5631274065551325
538,12,17,0.5623624235586202
735,17,39,0.5623583147945969
162,3,19,0.5622525118447135
497,11,14,0.562025419204521
817,20,28,0.5618151826062204
1048,29,34,0.5613340421987183
851,21,33,0.5601819966142416
334,7,13,0.5601495458165088
952,25,28,0.5598696645325115
688,16,25,0.55984758086938
1084,30,50,0.5593914395415192
1072,30,38,0.559381915932243
364,7,43,0.5589635282777815
755,18,27,0.5581239748236426
997,26,49,0.557918172916877
319,6,41,0.5572160902671802
575,13,17,0.5566470836330834
577,13,19,0.5566107841701159
754,18,26,0.5565132673196459
891,22,45,0.5561576426878595
220,4,31,0.5559313549070617
1101,31,48,0.5556929991408823
1192,37,46,0.5549851888117832
646,15,17,0.5548686169751491
806,19,47,0.5526492054242131
947,24,48,0.551903126087587
825,20,36,0.55183494700335
647,15,18,0.5518099301001321
198,4,9,0.5516574493685431
1107,32,36,0.5514660742096041
1083,30,49,0.5506893116592075
57,1,9,0.5502709371367527
1188,37,42,0.5494405028304735
304,6,26,0.5493919641953228
564,12,43,0.5492520424950182
298,6,20,0.549152466992688
1254,44,45,0.5480632939775465
556,12,35,0.5480110979789231
794,19,35,0.5476345659805368
958,25,34,0.5472652503192923
29,0,30,0.546585530833569
692,16,29,0.546169942360236
469,10,25,0.5457508421204351
1039,28,46,0.5453513606342815
84,1,36,0.5451874024958345
734,17,38,0.543070447531909
655,15,26,0.5430437032816204
719,17,23,0.5427287482752776
426,9,22,0.5418748168766913
272,5,38,0.5417583265775116
706,16,43,0.5407442710271055
166,3,23,0.5402025514017003
228,4,39,0.5400709073217764
636,14,42,0.5399429647295148
323,6,45,0.5398786952697018
1121,32,50,0.5393456545316917
965,25,41,0.5387289515126901
366,7,45,0.5383503507259001
1091,31,38,0.5382805514615459
664,15,35,0.5379873024719625
629,14,35,0.537714303593492
954,25,30,0.5370940536423432
1249,43,46,0.5362222867523421
709,16,46,0.5359802239168092
519,11,36,0.5346663446956382
143,2,47,0.5328559928000253
932,24,33,0.5327999906062055
946,24,47,0.5313212969833505
697,16,34,0.5310843876180651
659,15,30,0.5305837234255402
59,1,11,0.5302092057211822
1172,36,39,0.5291537716188269
393,8,30,0.5286927375213191
310,6,32,0.528283603560807
791,19,32,0.5276927277544121
51,1,3,0.5276550760534381
838,20,49,0.5268184786987059
1046,29,32,0.5262715500211629
498,11,15,0.5255148944334344
1117,32,46,0.5254835382843727
970,25,46,0.5252628716697171
760,18,32,0.5249369067350612
546,12,25,0.5235970350974024
996,26,48,0.5230851538421941
97,1,49,0.5229176739263129
1023,28,30,0.5228809672636687
849,21,31,0.5225664585046638
1237,41,49,0.522323954353484
889,22,43,0.5218685642868789
961,25,37,0.5213447699119893
771,18,43,0.5210045223888601
1001,27,30,0.5201481976385073
880,22,34,0.5200433379966284
142,2,46,0.5199312300409675
986,26,38,0.5199160320027736
457,10,13,0.5198062406649709
739,17,43,0.5195505738657233
1013,27,42,0.5186264096853428
769,18,41,0.517693402810317
840,21,22,0.5174264290593523
551,12,30,0.5171420319448464
615,14,21,0.5163864803818593
312,6,34,0.5156957967357917
699,16,36,0.5155361838474675
301,6,23,0.5154193219691863
131,2,35,0.5149732230011146
4,0,5,0.5145961199396064
1068,30,34,0.5144270567122232
20,0,21,0.5142442742017034
584,13,26,0.5133216170788394
41,0,42,0.5129382437323312
751,18,23,0.5127036690097724
517,11,34,0.5121064090648493
522,11,39,0.5120838794604307
839,20,50,0.5118811420038323
314,6,36,0.5116882357139474
63,1,15,0.5108476479541705
628,14,34,0.5097296684938368
671,15,42,0.5095163063037317
689,16,26,0.5090102795890289
113,2,17,0.5084795300639159
355,7,34,0.5083440181946682
1007,27,36,0.5075253851373239
152,3,9,0.5073777248986513
1069,30,35,0.5072874800551985
226,4,37,0.5072584650449307
98,1,50,0.5066067570605436
705,16,42,0.5065854608184948
306,6,28,0.5060651632715141
603,13,45,0.5059028371711599
346,7,25,0.5057192281193028
928,24,29,0.5049427153990996
489,10,45,0.504549553959507
1139,34,35,0.5045147562553495
1160,35,41,0.5043664679832793
1231,41,43,0.5042493180380909
291,6,13,0.5033808113745835
308,6,30,0.5033694706156138
690,16,27,0.5029064262547294
1238,41,50,0.5028240748782861
761,18,33,0.5025052469593195
590,13,32,0.5020102308301987
106,2,10,0.5019575819358333
1211,39,42,0.5013047371681404
292,6,14,0.5009106410065127
487,10,43,0.500694122840202
554,12,33,0.4993051210423974
1000,27,29,0.4991810010618074
1109,32,38,0.4990617129512585
597,13,39,0.49892962717567607
74,1,26,0.4989064995791391
214,4,25,0.4987775803215809
704,16,41,0.4986934859508961
715,17,19,0.4979902714586157
68,1,20,0.4971522291006557
917,23,44,0.49672268890679133
114,2,18,0.49651692161801214
879,22,33,0.4962905764350399
1105,32,34,0.49621095123774484
1250,43,47,0.49599394623485693
855,21,37,0.4948701402625168
1020,27,49,0.4947666688802131
694,16,31,0.4935902784685218
683,16,20,0.4932268123310091
411,8,48,0.4923815212610511
827,20,38,0.4922113019134285
86,1,38,0.4921730902349909
1019,27,48,0.4913997074752435
733,17,37,0.49010322096083236
184,3,41,0.48995180051854603
781,19,22,0.4896126704070883
381,8,18,0.489496560789833
247,5,13,0.4894761069775826
876,22,30,0.48941278851563
1032,28,39,0.4886080789539914
852,21,34,0.48839804458597946
960,25,36,0.4879170592963932
212,4,23,0.48681681400542004
286,6,8,0.48651290446870993
243,5,9,0.4860542445469921
1168,35,49,0.48602563170657537
856,21,38,0.48524983945594236
1095,31,42,0.48505154238114817
902,23,29,0.48383670384870325
354,7,33,0.48305086992230845
778,18,50,0.4826010430065867
1076,30,42,0.4822741179436314
907,23,34,0.481336296614879
980,26,32,0.48124349544403033
951,25,27,0.48114287508799186
966,25,42,0.4808916975230083
543,12,22,0.480827319461234
1164,35,45,0.4800276303884614
1169,35,50,0.4799206518769368
249,5,15,0.47904647780096493
762,18,34,0.47861450632606245
756,18,28,0.4779700226454495
920,23,47,0.4775612716469759
1143,34,39,0.47724897038172587
1021,27,50,0.4763854847957677
62,1,14,0.4763264536340115
890,22,44,0.47568762348669363
721,17,25,0.47494189270049714
737,17,41,0.47479616233097593
386,8,23,0.47468743348939385
1087,31,34,0.4729625599949332
1026,28,33,0.4728291261428842
818,20,29,0.4727860163405313
1098,31,45,0.4725537617228121
978,26,30,0.4723747747812613
206,4,17,0.47201808506182197
805,19,46,0.47114001024272767
948,24,49,0.47099849423608486
1152,34,48,0.47095020073857136
1166,35,47,0.4701873434200155
785,19,26,0.46887835158916896
1006,27,35,0.4685029958973516
1272,48,49,0.4675495461860757
813,20,24,0.4673101536808792
712,16,49,0.4670755038658643
77,1,29,0.46555476188655254
530,11,47,0.46554039139232833
305,6,27,0.4647464052681834
764,18,36,0.4639777258576012
565,12,44,0.4624315176139703
836,20,47,0.462355365045978
1073,30,39,0.46137325053369904
507,11,24,0.46133511348357664
1201,38,43,0.4604679844509556
639,14,45,0.46040153836382436
611,14,17,0.4602222443417014
1155,35,36,0.4595646884083941
654,15,25,0.45929313660682153
940,24,41,0.45902374933832846
862,21,44,0.4586977139998525
815,20,26,0.45858809522336175
523,11,40,0.4573612475460006
1184,37,38,0.45676734442482403
72,1,24,0.45608769539108274
38,0,39,0.45509155338653773
171,3,28,0.4545347033833526
481,10,37,0.45452503024906526
418,9,14,0.454479550081099
908,23,35,0.45440426085263547
461,10,17,0.4543617266692641
863,21,45,0.4531300814998588
1165,35,46,0.4530267971648542
991,26,43,0.4524558297988062
1224,40,45,0.45241540210701164
194,4,5,0.452019352230035
95,1,47,0.4515446231453675
273,5,39,0.4514157669169872
969,25,45,0.45127859282034727
343,7,22,0.45075757175486203
1079,30,45,0.4502651711333059
1100,31,47,0.44973248265555876
588,13,30,0.449152029521105
192,3,49,0.44795291714296215
268,5,34,0.447119624128718
427,9,23,0.44704969361175295
732,17,36,0.44620642914976283
758,18,30,0.4458063138678269
724,17,28,0.4455472311871009
777,18,49,0.4452234744703248
179,3,36,0.4451864403959065
1193,37,47,0.4443226104208347
117,2,21,0.44405852424275294
716,17,20,0.4439765207736536
668,15,39,0.4437337427665875
949,24,50,0.44322326546877405
576,13,18,0.4431457622027691
700,16,37,0.44310007364540804
424,9,20,0.4429908586484509
1003,27,32,0.44296768537428227
686,16,23,0.442921796589952
208,4,19,0.4424919416007665
287,6,9,0.44238952339637766
757,18,29,0.44236435896723136
713,16,50,0.4423077202527914
749,18,21,0.4410990052079445
1214,39,45,0.4410978467629557
723,17,27,0.44073732324368214
1044,29,30,0.4403296037448776
435,9,31,0.4402160166557145
1037,28,44,0.44019325689182637
279,5,45,0.43996246940158407
182,3,39,0.43919134563397466
871,22,25,0.43907951954175456
1131,33,43,0.43898365412281953
681,16,18,0.4386748296478488
976,26,28,0.43859741503499694
216,4,27,0.4383062549566415
90,1,42,0.43792301032740144
398,8,35,0.43633177452716937
1197,38,39,0.43628144822875425
101,2,5,0.4362795156094103
963,25,39,0.43624219776085377
1271,47,50,0.43608373897785674
1119,32,48,0.43570727898145484
209,4,20,0.4354183590267813
404,8,41,0.43489674854985305
828,20,39,0.4348081617672607
881,22,35,0.43462674492975095
170,3,27,0.4344595717792544
1127,33,39,0.434189087408631
180,3,37,0.4338667373285171
365,7,44,0.43359296263640046
745,17,49,0.4333965331383362
500,11,17,0.43252219011403154
1240,42,44,0.43250955453754447
524,11,41,0.43240513346570403
999,27,28,0.43235596732906023
230,4,41,0.4322410885369206
877,22,31,0.43176225142988195
203,4,14,0.43169792738354806
759,18,31,0.43127562088847055
352,7,31,0.4310688859781352
151,3,8,0.4299817885939836
387,8,24,0.4298245692805023
389,8,26,0.4295324209751045
197,4,8,0.4287786502522914
552,12,31,0.42861778593529115
935,24,36,0.42773262032161324
396,8,33,0.4273773264972259
1052,29,38,0.42719628647849495
248,5,14,0.4271332523163197
65,1,17,0.426900765359123
225,4,36,0.42676825558011483
406,8,43,0.42662108889930656
168,3,25,0.42653850251348596
193,3,50,0.42642046237835735
558,12,37,0.4263745200745091
251,5,17,0.4260709982956235
1047,29,33,0.42527919543693826
944,24,45,0.42409055406938756
627,14,33,0.42406162261767333
87,1,39,0.4240013514374805
1273,48,50,0.423541815821644
746,17,50,0.4232938669134181
1082,30,48,0.4224290905939161
475,10,31,0.4222268594614129
445,9,41,0.42186319798081734
853,21,35,0.4218030129682416
533,11,50,0.42168338663688937
254,5,20,0.42135958839239396
1191,37,45,0.42121656168266736
1009,27,38,0.4209533931855292
1059,29,45,0.42078757179394777
196,4,7,0.4203552940725343
338,7,17,0.4188751993603537
1005,27,34,0.41874079077832727
593,13,35,0.4183073000406512
1163,35,44,0.4182808690224952
32,0,33,0.41792703842278406
423,9,19,0.41760095578006495
358,7,37,0.41749517060991825
135,2,39,0.4173186299000875
440,9,36,0.4170966531155693
775,18,47,0.41684676931866743
600,13,42,0.41673654230075885
383,8,20,0.4166963560405938
377,8,14,0.4159916134607816
454,9,50,0.4156375426451238
100,2,4,0.4146209568144616
691,16,28,0.4142116341291939
1270,47,49,0.41421054710075256
118,2,22,0.41324433518957243
1132,33,44,0.41134341306250066
260,5,26,0.4104910714173502
126,2,30,0.4103513204169725
583,13,25,0.40990766309382776
1239,42,43,0.4094575340801678
560,12,39,0.40937371665409306
831,20,42,0.40929482851122434
111,2,15,0.40767159858554863
1110,32,39,0.40748006801748554
163,3,20,0.4072136342100811
1176,36,43,0.40697630784762445
1223,40,44,0.4065723816085743
311,6,33,0.40601414360083093
223,4,34,0.4055854298638572
942,24,43,0.4053578040855129
752,18,24,0.4051707230051637
382,8,19,0.4050508757175219
1150,34,46,0.4048087303217268
945,24,46,0.4045033810526378
399,8,36,0.4039747803305723
397,8,34,0.40396655781015556
81,1,33,0.40351452119314696
803,19,44,0.4033263831153298
138,2,42,0.4030511005498666
392,8,29,0.4026157332760468
199,4,10,0.4025336163260654
1036,28,43,0.4024793506101842
763,18,35,0.40215701473657534
955,25,31,0.4021416730647715
241,5,7,0.4018064177919817
3,0,4,0.4014052175912694
725,17,29,0.40137907869519507
506,11,23,0.40072197077708793
672,15,43,0.40039862461388187
231,4,42,0.40020863832995945
246,5,12,0.400043027130442
245,5,11,0.3994843907305305
637,14,43,0.3994653667806353
200,4,11,0.3989836665281974
155,3,12,0.3988024740263194
1016,27,45,0.3986411495819391
1017,27,46,0.397203725679575
536,12,15,0.39616416375647806
1116,32,45,0.3959111202754953
447,9,43,0.39562006920394693
774,18,46,0.3955810944249383
798,19,39,0.3949315120059816
336,7,15,0.3944510579733756
979,26,31,0.394298921342217
1185,37,39,0.39416712499000467
416,9,12,0.3938338118636868
413,8,50,0.3935532837002836
201,4,12,0.3930667618236327
453,9,49,0.3915320619717248
780,19,21,0.39127149894361823
1157,35,38,0.39061916327549345
1146,34,42,0.3902261621466006
822,20,33,0.3895168924028277
971,25,47,0.3882292838523975
394,8,31,0.38795178249537415
532,11,49,0.3869069520677223
441,9,37,0.3867650939844994
1189,37,43,0.38634218943691373
1099,31,46,0.3859932654408329
80,1,32,0.385955263748938
939,24,40,0.384847085489767
823,20,34,0.3842602837992097
316,6,38,0.3840347055078687
438,9,34,0.3832951937347332
277,5,43,0.3831680635831908
322,6,44,0.3812100249691363
801,19,42,0.3810386932053463
160,3,17,0.3805905744770932
1004,27,33,0.38057836558644725
235,4,46,0.37987900960746285
140,2,44,0.3797702096215578
210,4,21,0.37945440656711077
239,4,50,0.3791451397559792
819,20,30,0.37890789859609664
