,instrument_1,instrument_2,distance_corr
1214,39,45,0.7392080848515041
230,4,41,0.7390245082234849
487,10,43,0.7378834944294611
1249,43,46,0.7375439784718967
1019,27,48,0.736773618719118
834,20,45,0.7367061631740834
225,4,36,0.7365188696751775
442,9,38,0.7359146917181295
421,9,17,0.7350709528811497
1009,27,38,0.7337446455068896
997,26,49,0.7316423165305913
31,0,32,0.7312495326038083
454,9,50,0.7304980471153073
613,14,19,0.7299275130157373
453,9,49,0.7296178794079238
224,4,35,0.7285112194268553
797,19,38,0.7283150418049607
26,0,27,0.7278518012691885
93,1,45,0.7265744527130189
65,1,17,0.7261826038333995
716,17,20,0.7256866517195802
611,14,17,0.7256285548691722
1005,27,34,0.7252942914812457
851,21,33,0.7249636414553465
40,0,41,0.7241108942095699
1140,34,36,0.7239963324519729
1082,30,48,0.7214942094318013
192,3,49,0.7205760921101475
1218,39,49,0.7195897584296401
1121,32,50,0.7193801795722906
422,9,18,0.7192763870370118
532,11,49,0.7177317530077767
452,9,48,0.7174571891959216
74,1,26,0.7159342829978708
533,11,50,0.7153350208052082
1181,36,48,0.7152941622001385
439,9,35,0.714613995394365
1164,35,45,0.7133918788956518
397,8,34,0.7130574068234534
294,6,16,0.7130157903348241
25,0,26,0.7126600123396768
193,3,50,0.7121116879428706
724,17,28,0.7114543809642481
518,11,35,0.711196413290541
593,13,35,0.7111786260691234
430,9,26,0.7103596659631758
587,13,29,0.709864221375805
207,4,18,0.7094007296830146
401,8,38,0.7091469105652135
511,11,28,0.7088523101941016
1145,34,41,0.7079731996324542
860,21,42,0.7073978453230192
354,7,33,0.7070703909035839
576,13,18,0.706607393158106
815,20,26,0.7056237804413349
1219,39,50,0.7055088469379496
181,3,38,0.7045438919293812
164,3,21,0.7020025688156769
773,18,45,0.701855917861219
19,0,20,0.69991001888952
1059,29,45,0.6997757041306677
173,3,30,0.6987586865309364
14,0,15,0.698263623019607
2,0,3,0.69821576283126
735,17,39,0.697691099714569
717,17,21,0.697256843918131
626,14,32,0.695431816429051
393,8,30,0.6946567954166352
1119,32,48,0.694048059680005
0,0,1,0.6928026943379281
798,19,39,0.689771896391569
1022,28,29,0.6895141829075091
363,7,42,0.6887140603578132
432,9,28,0.6883320359373646
1066,30,32,0.6870141688936374
1075,30,41,0.6857134093848054
859,21,41,0.6854272200520897
1063,29,49,0.6852055770538948
16,0,17,0.6850467784234274
948,24,49,0.684940418306737
475,10,31,0.6839747808313179
949,24,50,0.6835411131040968
43,0,44,0.6833826732257287
500,11,17,0.6832471341420673
998,26,50,0.6825286110811485
459,10,15,0.6790290285334487
1099,31,46,0.6784701891658791
66,1,18,0.6749649667404567
7,0,8,0.6747495364692198
624,14,30,0.674620180904447
1001,27,30,0.6730124927796245
743,17,47,0.6726627342025926
848,21,30,0.67239530003586
986,26,38,0.672305274261387
745,17,49,0.6721784162686403
1064,29,50,0.6721767803892446
1109,32,38,0.6716904825402316
72,1,24,0.6705480739271741
1172,36,39,0.668923987619262
592,13,34,0.6683063969421441
221,4,32,0.6679579766287771
333,7,12,0.6655605173382354
182,3,39,0.6652752467967453
748,18,20,0.6651160865820943
813,20,24,0.6649401008478152
1070,30,36,0.6647330725360655
789,19,30,0.6646901289116204
1128,33,40,0.6641125635999661
1210,39,41,0.6635426558977717
215,4,26,0.6635164306487586
1149,34,45,0.6624496030522837
191,3,48,0.6622895588187107
890,22,44,0.6616656920343054
506,11,23,0.6611703988516381
620,14,26,0.6609233198873372
746,17,50,0.6591075261392018
854,21,36,0.6584576174249306
177,3,34,0.6583851747444994
996,26,48,0.6579408400889144
726,17,30,0.6577614782972886
675,15,46,0.657600732690922
138,2,42,0.6566067073294755
434,9,30,0.6563003601450382
83,1,35,0.6562631443503923
496,11,13,0.6557277678115936
570,12,49,0.6534357328134869
438,9,34,0.6525971357104725
1032,28,39,0.6503606361669979
776,18,48,0.6492204801122963
1266,46,48,0.648371515179989
734,17,38,0.6474645798873961
866,21,48,0.6473930482182572
3,0,4,0.6469828606980227
824,20,35,0.6469419245901915
572,13,14,0.6461936919001553
571,12,50,0.6451948343925236
933,24,34,0.6435845129720188
651,15,22,0.6423527151069764
627,14,33,0.6420014929808769
517,11,34,0.6408636111108431
807,19,48,0.6395869546860631
528,11,45,0.6389203348231215
492,10,48,0.6388582110587577
427,9,23,0.6382290545001533
218,4,29,0.6368460985974704
488,10,44,0.6367062847775661
978,26,30,0.6357528894485108
1105,32,34,0.6336406423970695
1202,38,44,0.6333720882817587
793,19,34,0.6324057794289654
780,19,21,0.6313768379845168
639,14,45,0.6304797056430433
561,12,40,0.629227795291133
328,6,50,0.6263226703254753
327,6,49,0.6255440263570324
987,26,39,0.6239547205917654
756,18,28,0.6235957747882223
78,1,30,0.6218347698347126
1221,40,42,0.6212532275439915
367,7,46,0.6212476697464349
290,6,12,0.6204112743333626
521,11,38,0.6194631884717757
1255,44,46,0.6187962355430601
1273,48,50,0.6169817027748906
331,7,10,0.6167807496303408
1225,40,46,0.6167082896942551
289,6,11,0.6159719484323555
484,10,40,0.615390350369443
644,14,50,0.6144711927586258
636,14,42,0.6141080917202029
108,2,12,0.613338755534667
1167,35,48,0.6133102712412265
1052,29,38,0.612768938645361
1272,48,49,0.6117008958826774
228,4,39,0.6101743658819878
1028,28,35,0.609542526979563
643,14,49,0.6087617485263488
711,16,48,0.6065255125832753
937,24,38,0.6054030312990325
844,21,26,0.6033082392516601
632,14,38,0.6027907920442547
861,21,43,0.6019115520303256
667,15,38,0.600923342673235
198,4,9,0.5994452510439358
1235,41,47,0.5992372254171479
819,20,30,0.5990182759877049
828,20,39,0.5985377359399169
504,11,21,0.5978140741009056
730,17,34,0.5976230468572794
1010,27,39,0.596039808337823
921,23,48,0.5957706159547775
850,21,32,0.5947454094879443
1166,35,47,0.5941996035659723
1251,43,48,0.5938731364477197
640,14,46,0.5937063275109742
8,0,9,0.5934029467669453
1110,32,39,0.5930784100372675
775,18,47,0.5920125470164712
864,21,46,0.5910641804093343
465,10,21,0.590201306764963
87,1,39,0.5895251013425614
316,6,38,0.5888923705235534
326,6,48,0.5883609469446032
1180,36,47,0.5876008843820885
1048,29,34,0.5874738303345419
889,22,43,0.5865224216992603
1143,34,39,0.5863191249002788
927,24,28,0.5852783125247528
210,4,21,0.5843796791750254
129,2,33,0.5841853199812149
1134,33,46,0.5839766931416152
216,4,27,0.5838978486342151
443,9,39,0.5833041882805775
458,10,14,0.582780657475854
1041,28,48,0.5826862709233809
384,8,21,0.5815094726285197
386,8,23,0.5769843580486651
227,4,38,0.5745062215563341
806,19,47,0.5735328280507541
387,8,24,0.5730962108050759
744,17,48,0.5723429198553229
466,10,22,0.5722375807976057
845,21,27,0.5720798200646791
559,12,38,0.5692425049778542
982,26,34,0.5691928577787683
622,14,28,0.5684204956518266
402,8,39,0.5683612061582085
477,10,33,0.5682429387718483
692,16,29,0.5665908375448235
190,3,47,0.5657659073250065
1242,42,46,0.5656596560907131
555,12,34,0.5656559285833435
203,4,14,0.565535451427922
628,14,34,0.5645790734339515
549,12,28,0.5628858800246999
507,11,24,0.5623106547558423
674,15,45,0.5610522925081697
1060,29,46,0.56077317687412
303,6,25,0.5594629869843907
840,21,22,0.5582546635584928
1254,44,45,0.5572406881974951
777,18,49,0.5567475439111094
302,6,24,0.5565114630981829
197,4,8,0.5562777461006858
428,9,24,0.5560988815536025
499,11,16,0.5553752072516831
637,14,43,0.5553122419868586
903,23,30,0.5548579710370414
486,10,42,0.5545038324284112
668,15,39,0.5538272013331161
537,12,16,0.5537724703500548
892,22,46,0.5530856002500102
425,9,21,0.5527945960445966
1123,33,35,0.5509313047365508
926,24,27,0.5505916257690856
1067,30,33,0.5502269318658295
617,14,23,0.5491568046162368
217,4,28,0.5475616820274636
54,1,6,0.5450256316242595
1152,34,48,0.5449236456492706
778,18,50,0.5439651078687862
11,0,12,0.5433907506965175
64,1,16,0.5423462243894558
660,15,31,0.5408281537750059
1213,39,44,0.5407481593232033
877,22,31,0.5404175799610117
1057,29,43,0.5398198010884119
573,13,15,0.5398059063640352
671,15,42,0.5397743630327915
879,22,33,0.5391874461599351
1168,35,49,0.5386523074109684
900,23,27,0.5383267879152482
888,22,42,0.5377083493278625
342,7,21,0.5367305798019723
858,21,40,0.536653394725767
473,10,29,0.5365547388082689
71,1,23,0.5360989218363722
526,11,43,0.5353184276006174
17,0,18,0.534837020793882
662,15,33,0.5344776124627695
343,7,22,0.5344627923805273
34,0,35,0.5337274935574282
209,4,20,0.5333407891218473
1148,34,44,0.5331099591286886
28,0,29,0.5328066357280447
335,7,14,0.5318716845608323
1076,30,42,0.5318611153831009
306,6,28,0.5303982275788095
902,23,29,0.5298696954529651
307,6,29,0.529182340442502
1188,37,42,0.529082107183098
69,1,21,0.5289115496220967
919,23,46,0.5288266362290434
602,13,44,0.5285898458131252
545,12,24,0.5276838284743157
1169,35,50,0.526935414644753
812,20,23,0.5251557564445678
1161,35,42,0.5244955089327341
1101,31,48,0.5238981279358645
1131,33,43,0.5224405523787835
634,14,40,0.522065334085821
10,0,11,0.5216022250895657
1118,32,47,0.5212916495444679
687,16,24,0.5206238801316396
529,11,46,0.519228410421574
995,26,47,0.5183189831978134
810,20,21,0.5179527689946154
1132,33,44,0.5175545878203734
886,22,40,0.5162423492195217
298,6,20,0.5161202497381271
849,21,31,0.5159902310379255
761,18,33,0.5159119413172568
914,23,41,0.5159011715408667
683,16,20,0.5155823980729961
543,12,22,0.514665998695343
1258,44,49,0.5145137442036782
1037,28,44,0.5144635187172671
1086,31,33,0.514408031588331
678,15,49,0.5130972803555142
1047,29,33,0.51188846226436
1157,35,38,0.5111074896592975
52,1,4,0.511079935494213
1240,42,44,0.5108080070419426
312,6,34,0.5103793109031484
710,16,47,0.5091074745563967
713,16,50,0.5085861600024849
286,6,8,0.507987126295602
231,4,42,0.5073764238820065
1097,31,44,0.507355641215463
766,18,38,0.5064522339776839
21,0,22,0.5062137298202085
287,6,9,0.5044151069437618
222,4,33,0.5041316631924058
909,23,36,0.5034772295078339
679,15,50,0.5028875499965955
305,6,27,0.5025407045805282
467,10,23,0.5023151835235096
1259,44,50,0.5022203789922386
1053,29,39,0.5020294475521134
1077,30,43,0.5009257895726557
672,15,43,0.5003730917610804
865,21,47,0.5003182818847226
712,16,49,0.5003034463219862
625,14,31,0.4979345464072837
633,14,39,0.49575723307250796
542,12,21,0.493726686087534
250,5,16,0.49338023725828806
226,4,37,0.4931516734406391
315,6,37,0.4917382737723197
1206,38,48,0.49169305136553454
935,24,36,0.4916030357605885
771,18,43,0.49073429947034064
657,15,28,0.4905108483284929
455,10,11,0.49028453349212864
700,16,37,0.4889382566999922
1247,43,44,0.4885692980619088
940,24,41,0.4883832652936929
1080,30,46,0.48752575150299354
663,15,34,0.48610046502376925
605,13,47,0.4854572304227519
688,16,25,0.4846398139180378
238,4,49,0.48421497365801053
770,18,42,0.4839061271172118
1158,35,39,0.48339931392981794
1023,28,30,0.4828177093553163
1056,29,42,0.4822427066995846
1261,45,47,0.48192902064971443
233,4,44,0.48123443205173805
370,7,49,0.48054916924511343
1095,31,42,0.4803391143471174
1216,39,47,0.48004192559838377
767,18,39,0.478241871882991
1061,29,47,0.477143157246944
1239,42,43,0.4765613267041904
281,5,47,0.4757941432390752
928,24,29,0.4751838984716203
1079,30,45,0.4744644013879314
704,16,41,0.4733076707473607
588,13,30,0.472906711228231
705,16,42,0.4713588445663455
514,11,31,0.4713477802217212
319,6,41,0.4709280296561868
46,0,47,0.4700934298032728
352,7,31,0.4700670458437173
1125,33,37,0.46892883754013476
1083,30,49,0.46837433172360865
1084,30,50,0.4676443157250223
884,22,38,0.46665481308216855
239,4,50,0.4665164580801368
762,18,34,0.46608206760274656
420,9,16,0.4659706549236627
166,3,23,0.465508544317858
697,16,34,0.4653214345035359
1065,30,31,0.4651485414586942
1222,40,43,0.46454367912321193
103,2,7,0.46401555749613865
13,0,14,0.4637384535206274
474,10,30,0.46342745752491465
142,2,46,0.46137388764880405
536,12,15,0.46137115744387563
364,7,43,0.46129319767767624
1162,35,43,0.4601530920230206
610,14,16,0.4597589595644128
371,7,50,0.4590066611196166
1093,31,40,0.45869269120994355
219,4,30,0.457896940750645
257,5,23,0.457362345351706
618,14,24,0.4567769071052648
606,13,48,0.45559418387672296
94,1,46,0.4554693207761717
136,2,40,0.45485052748115556
966,25,42,0.45333024208933737
106,2,10,0.4532348422929443
695,16,32,0.453181548080981
709,16,46,0.45174239063400884
119,2,23,0.45172201332164175
39,0,40,0.4513342177443165
200,4,11,0.45062088504453673
304,6,26,0.4498753613527716
684,16,21,0.4491744545790472
579,13,21,0.44900236725050036
314,6,36,0.44895211532112783
947,24,48,0.44840672322156816
6,0,7,0.44799309588357467
310,6,32,0.44790517309429023
495,11,12,0.44789035463125226
938,24,39,0.44719650981512166
546,12,25,0.4471763172507593
1228,40,49,0.44701348063056356
365,7,44,0.4467062758405108
863,21,45,0.44633177467175456
558,12,37,0.44554139943288806
699,16,36,0.44411097739838495
1243,42,47,0.44207049620015587
566,12,45,0.4419148272746846
1191,37,45,0.44142505509301383
167,3,24,0.44064954211727886
701,16,38,0.43981060835233327
460,10,16,0.4390653016933107
835,20,46,0.438119089601322
280,5,46,0.43795125544843166
522,11,39,0.43703925470344496
534,12,13,0.4369644583291238
565,12,44,0.4360287782484695
23,0,24,0.43589840054900275
9,0,10,0.4358416718985716
896,22,50,0.4353679368029184
1262,45,48,0.43502203131968353
130,2,34,0.4349555214073686
379,8,16,0.4341170143887567
282,5,48,0.4336648271472691
58,1,10,0.4333386820757509
493,10,49,0.43277660547178753
1267,46,49,0.43252928388004797
1223,40,44,0.43195530932587695
855,21,37,0.4318784667223866
245,5,11,0.43050964212332576
1229,40,50,0.43007647482281597
895,22,49,0.4299348695075614
91,1,43,0.42785632168520704
1045,29,31,0.4278093999354065
616,14,22,0.4277380141261562
1135,33,47,0.4270371449438312
246,5,12,0.42658740238750453
244,5,10,0.4259924439872346
691,16,28,0.4259041349624247
1139,34,35,0.42583342158570897
595,13,37,0.42573697060844923
689,16,26,0.42462575798986774
915,23,42,0.42447967281149956
358,7,37,0.4244573081915065
60,1,12,0.424313853514275
146,2,50,0.42292470242826263
693,16,30,0.422534578655296
292,6,14,0.42245362511303725
336,7,15,0.42198401408386327
669,15,40,0.42056783872792997
205,4,16,0.41949456016377124
223,4,34,0.41860294915817653
320,6,42,0.41818501920463447
406,8,43,0.41736449517318003
464,10,20,0.4143724902886916
729,17,33,0.4142115845629488
194,4,5,0.41355541051651473
258,5,24,0.41306208789885657
349,7,28,0.41305042069674286
1068,30,34,0.4126920511712991
690,16,27,0.41246011871858496
541,12,20,0.410294999959
706,16,43,0.41019809949184705
880,22,34,0.4100605664125167
45,0,46,0.409676081610732
291,6,13,0.4095262500310806
906,23,33,0.40877202907916527
782,19,23,0.40872202049149126
1,0,2,0.4085280390352544
450,9,46,0.40849175497121
176,3,33,0.40820545791167495
308,6,30,0.40806553907837856
409,8,46,0.4076895043390301
277,5,43,0.40592562169512414
5,0,6,0.4059113306634962
301,6,23,0.405569321633407
681,16,18,0.4046066150473212
1014,27,43,0.40453205892578115
359,7,38,0.40419731055918345
240,5,6,0.403361634093076
567,12,46,0.40280394218120763
276,5,42,0.40260983055249816
535,12,14,0.40253404890220423
832,20,43,0.40250923718492254
124,2,28,0.4021684351773362
1204,38,46,0.4017829601981102
550,12,29,0.4016466814325849
297,6,19,0.4013496316343731
323,6,45,0.4010119357351636
1156,35,37,0.39952698198354564
317,6,39,0.39933251955504206
159,3,16,0.3987811483221217
1040,28,47,0.3980666563592262
121,2,25,0.39680537962298007
482,10,38,0.3963953078272827
285,6,7,0.39637556914065913
548,12,27,0.3962029908864296
1205,38,47,0.39608096939158116
79,1,31,0.3954505735358415
1072,30,38,0.3932762781188005
698,16,35,0.3928436269015045
456,10,12,0.3925772894768524
682,16,19,0.392465109433813
1231,41,43,0.3919942143848818
1017,27,46,0.3916367516576436
905,23,32,0.39103161236534484
1234,41,46,0.39047146237763125
551,12,30,0.39024956075038636
494,10,50,0.3902293401516743
708,16,45,0.3902148610988555
1256,44,47,0.3899635730343766
204,4,15,0.3895206688687842
134,2,38,0.3893534715637626
569,12,48,0.38891727765288137
759,18,31,0.3884220937390465
574,13,16,0.38769405487440917
696,16,33,0.38769171057790297
1268,46,50,0.38760995882271315
145,2,49,0.3864967486833941
680,16,17,0.3862133357520109
1192,37,46,0.38529384145645357
1051,29,37,0.3847910966484603
118,2,22,0.3844084836711097
920,23,47,0.38312127417507136
149,3,6,0.38137567174700626
686,16,23,0.38063616442629633
765,18,37,0.3806243965005274
867,21,49,0.37988441135145384
969,25,45,0.3794897631674921
924,24,25,0.3791671683592341
582,13,24,0.37892529972637207
375,8,12,0.3786059515178615
324,6,46,0.37795898417158275
414,9,10,0.375324925824373
820,20,31,0.3750591684128281
299,6,21,0.3747895279890496
957,25,33,0.3744039454418719
373,8,10,0.37437983421683263
738,17,42,0.374064300360894
288,6,10,0.3737850844781583
944,24,45,0.373616094210583
897,23,24,0.37300235027697143
1088,31,35,0.37277516122374593
751,18,23,0.3716933039100792
846,21,28,0.37164802668520236
650,15,21,0.37071956339814255
992,26,44,0.37059127710877215
774,18,46,0.3698625405776958
485,10,41,0.36953575124690874
783,19,24,0.3692131115166257
946,24,47,0.3691545656386687
1002,27,31,0.36907951808590783
1198,38,40,0.3686746227330603
1176,36,43,0.3683328454687867
899,23,26,0.36741696098765514
1033,28,40,0.3663778566915555
994,26,46,0.3649768955016926
133,2,37,0.36461665592885556
185,3,42,0.36454754041572085
201,4,12,0.36406685526963684
631,14,37,0.3637417568292511
214,4,25,0.36371787098213215
394,8,31,0.36364229913518603
641,14,47,0.36357459926217006
991,26,43,0.36268374855162316
544,12,23,0.3624806248186512
719,17,23,0.36188334096244307
1114,32,43,0.3617660193730523
135,2,39,0.3613381313975812
489,10,45,0.36070099123203725
1260,45,46,0.36066899386854545
321,6,43,0.36064064862078393
862,21,44,0.36030812393843203
1179,36,46,0.36019392678669593
471,10,27,0.36016505386231507
111,2,15,0.36016153480143603
868,21,50,0.3595959584376816
186,3,43,0.35927024422896264
1215,39,46,0.35903373526266613
346,7,25,0.3588705852566446
447,9,43,0.3588316344762745
141,2,45,0.3586039470334751
941,24,42,0.3581792902820854
583,13,25,0.3575905969443971
472,10,28,0.3570801770091987
1039,28,46,0.35680753572000773
908,23,35,0.3564480005877138
483,10,39,0.3561384902564348
1177,36,44,0.35589760695463923
581,13,23,0.355474702063827
481,10,37,0.3553045811935327
1146,34,42,0.35490220726314214
29,0,30,0.3547129470824171
47,0,48,0.3546109263408331
560,12,39,0.35443625388455896
564,12,43,0.35431530837159514
568,12,47,0.3539819181549305
874,22,28,0.35367179928536085
470,10,26,0.352999393422902
1117,32,46,0.35263061038738486
792,19,33,0.3525663914014899
547,12,26,0.3525472743527452
1129,33,41,0.35250445897687877
1200,38,42,0.3522681607591957
263,5,29,0.35180173880679083
833,20,44,0.3516011836406576
918,23,45,0.35099253578100353
638,14,44,0.35081796534492826
870,22,24,0.35024938973768854
694,16,31,0.34981328062808886
803,19,44,0.348916199499828
300,6,22,0.3485206824396684
1165,35,46,0.3481100982152121
296,6,18,0.3480654344569387
1270,47,49,0.34795573061428325
30,0,31,0.3473013988204837
923,23,50,0.3472232891193058
720,17,24,0.34710787485750055
318,6,40,0.3465995090903817
931,24,32,0.3459601852055063
925,24,26,0.34581235258422854
366,7,45,0.3444664930034089
480,10,36,0.3443496610970651
437,9,33,0.3441554429665889
140,2,44,0.3439431624221359
733,17,37,0.34377801683067943
462,10,18,0.3427946282715969
739,17,43,0.3423764854938095
1081,30,47,0.34219400741029876
1018,27,47,0.3413224514272797
936,24,37,0.34131929084073254
580,13,22,0.34115730083305423
702,16,39,0.3406678305371542
1246,42,50,0.3400422193684254
891,22,45,0.33955103406856535
1189,37,43,0.3395210635486356
102,2,6,0.33939133245158604
350,7,29,0.3391187579823384
604,13,46,0.3389798854362182
1245,42,49,0.33895559576582623
1151,34,47,0.33879014115014194
922,23,49,0.3378636309668613
109,2,13,0.33770801934192624
334,7,13,0.33756778862787173
476,10,32,0.3375419175380817
553,12,32,0.3366179895821434
1271,47,50,0.3360327873827385
457,10,13,0.33594068598810833
841,21,23,0.33522261180744767
552,12,31,0.33511442205166353
1241,42,45,0.3334298133959277
351,7,30,0.3333461020103778
309,6,31,0.33320046193018193
110,2,14,0.33240488664527
255,5,21,0.33175391962910095
609,14,15,0.33073330547976526
1185,37,39,0.3307161030343778
1193,37,47,0.33059691446230394
740,17,44,0.3298231635479277
1186,37,40,0.32971514358447773
1126,33,38,0.3292536697263695
904,23,31,0.3292491760345396
1015,27,44,0.32820013273980836
1054,29,40,0.3281610075549154
1124,33,36,0.3279566449697838
