,instrument_1,instrument_2,distance_corr
1160,35,41,0.17648161301152263
473,10,29,0.17647694819730142
712,16,49,0.17619052760519618
1082,30,48,0.17609665685059012
1164,35,45,0.17584977112781877
1084,30,50,0.17581018015999741
374,8,11,0.17573459300659083
102,2,6,0.175734542993497
379,8,16,0.1755124386490444
289,6,11,0.17542201902099122
859,21,41,0.17537471156618623
430,9,26,0.17522904882784235
312,6,34,0.17519639778416704
749,18,21,0.1750854346813078
1143,34,39,0.17502635980673206
736,17,40,0.17484869191587524
112,2,16,0.17478714424174352
1246,42,50,0.17470263914717504
670,15,41,0.17466443212902868
1088,31,35,0.17436987751513391
917,23,44,0.1739486651735672
1080,30,46,0.17367090405956284
874,22,28,0.17350129881524232
394,8,31,0.1733469228018987
830,20,41,0.17311591320412664
145,2,49,0.17301296323733095
410,8,47,0.1730031688001421
538,12,17,0.17281419116528357
895,22,49,0.17279216816893328
132,2,36,0.17262889744475263
743,17,47,0.1726224408093794
79,1,31,0.17253672980567933
577,13,19,0.17243552162738018
1107,32,36,0.1722513465158277
241,5,7,0.17222204017185722
1115,32,44,0.17211790888915862
376,8,13,0.17204777037004526
343,7,22,0.1720369756956791
1108,32,37,0.17193523654037898
704,16,41,0.17186136631947024
98,1,50,0.17171898699962138
1029,28,36,0.1716346929632528
499,11,16,0.17144518010250204
273,5,39,0.17137123636399895
578,13,20,0.1711664559121145
883,22,37,0.1709094271392281
1155,35,36,0.17079142443739118
1020,27,49,0.17076107674871932
969,25,45,0.17057284318100696
1204,38,46,0.17049715995621187
238,4,49,0.1704150831590924
689,16,26,0.17024611324605946
87,1,39,0.170057556749303
613,14,19,0.16990073280463208
281,5,47,0.16960284751533614
126,2,30,0.1695533647589689
461,10,17,0.16953906316475778
259,5,25,0.16943463232887687
1189,37,43,0.16938125991679634
778,18,50,0.16922609150590878
589,13,31,0.16912854632741411
237,4,48,0.16896103907558532
1112,32,41,0.16830936831482932
498,11,15,0.16827973980857608
1117,32,46,0.16811375875634957
839,20,50,0.16810250012786215
1162,35,43,0.16804170649138922
1205,38,47,0.16797377091441307
775,18,47,0.16768422958866055
206,4,17,0.16764501495051629
323,6,45,0.1674908040021947
922,23,49,0.16748596831951174
523,11,40,0.16746229330465967
792,19,33,0.16724773521017677
222,4,33,0.16722445457193824
1081,30,47,0.16711031928317602
1213,39,44,0.1668467665157407
265,5,31,0.16676368834168873
240,5,6,0.16675615343375838
223,4,34,0.16671652862958405
1019,27,48,0.16632801241924164
1129,33,41,0.16629369945739877
984,26,36,0.16629234191336664
779,19,20,0.1658977263371997
1018,27,47,0.16586624955358914
642,14,48,0.16576256171088585
1078,30,44,0.16575895583077405
1158,35,39,0.1656994422246167
395,8,32,0.16565259709965166
1239,42,43,0.16559456515738738
629,14,35,0.1655155658055207
1086,31,33,0.16547401428094635
136,2,40,0.1654454453456327
803,19,44,0.16521101332425658
1244,42,48,0.1650249014859182
541,12,20,0.16471567827055056
876,22,30,0.1645261756367717
526,11,43,0.16415087517003554
885,22,39,0.16412981892851636
307,6,29,0.16405685541632015
594,13,36,0.16385918045103523
975,26,27,0.16376521735396835
224,4,35,0.16368835942824567
459,10,15,0.16320498476927403
1201,38,43,0.16300803052987553
1119,32,48,0.16294921495325018
641,14,47,0.16280868642016233
995,26,47,0.16260233119793716
1127,33,39,0.16240750211137966
514,11,31,0.16234780898576853
710,16,47,0.16164686351839888
546,12,25,0.16164685070453738
1090,31,37,0.16160740872066082
217,4,28,0.16148983223797322
706,16,43,0.16132364651870287
95,1,47,0.16116415008636795
963,25,39,0.1611148107670421
360,7,39,0.1609803578616836
464,10,20,0.1605443544467227
1152,34,48,0.1605077917219521
661,15,32,0.16040863271742173
556,12,35,0.160182317213981
1192,37,46,0.16016915270497536
786,19,27,0.16012781840564028
1065,30,31,0.1598746416603067
493,10,49,0.15981200379447166
893,22,47,0.1596987357823961
964,25,40,0.15968560828022027
970,25,46,0.1596240253930289
211,4,22,0.15946766953327698
356,7,35,0.1593160531337357
361,7,40,0.1591089056843485
658,15,29,0.1589124232871399
713,16,50,0.15884898718615534
930,24,31,0.15879672569577608
346,7,25,0.15869205281747523
1106,32,35,0.1585326244680264
1229,40,50,0.15843411019326512
253,5,19,0.15828937914946792
382,8,19,0.15791795936976455
353,7,32,0.15789213798468024
733,17,37,0.15786776166674565
543,12,22,0.15775800000994672
364,7,43,0.15763807087368412
982,26,34,0.15729748686045214
491,10,47,0.1566973251330981
293,6,15,0.1563786218477733
147,3,4,0.15634351702023216
918,23,45,0.1563229039568071
618,14,24,0.15613301243112096
165,3,22,0.15596061985576595
196,4,7,0.15580030629090708
723,17,27,0.1557358086343839
286,6,8,0.15544687048057035
804,19,45,0.15525366222080034
1245,42,49,0.1551650223636889
80,1,32,0.15495448428911363
341,7,20,0.15476243646478732
384,8,21,0.15461324511983063
439,9,35,0.1544911676806988
631,14,37,0.15446709898183253
411,8,48,0.15444734454707135
599,13,41,0.1544424302504592
1077,30,43,0.15437624048104587
536,12,15,0.1542502536218582
787,19,28,0.154242237247206
1258,44,49,0.15413413795218245
522,11,39,0.15400731533082232
740,17,44,0.15396820177013273
581,13,23,0.15389763514507193
1095,31,42,0.15385320321278265
1024,28,31,0.1537144644380916
1113,32,42,0.1535442843695354
494,10,50,0.15351917300266035
840,21,22,0.1534706703911034
291,6,13,0.15342088836984696
227,4,38,0.15334577571158553
467,10,23,0.15326741913202932
649,15,20,0.153227466926513
966,25,42,0.1531570249667511
643,14,49,0.15277763563669097
1191,37,45,0.15276340414457357
879,22,33,0.15244905290234914
932,24,33,0.15243986421739272
799,19,40,0.15230498127273506
1007,27,36,0.15222137281267006
385,8,22,0.1520436714885359
290,6,12,0.15160919729052416
871,22,25,0.1516062051446931
652,15,23,0.15158612590771434
301,6,23,0.15151328354710486
555,12,34,0.1512499696941563
1190,37,44,0.15121926912372183
1168,35,49,0.1511728831247068
400,8,37,0.1507536735266596
1110,32,39,0.1507448892023862
111,2,15,0.15070996585424706
730,17,34,0.1505993080982159
718,17,22,0.1505556134345149
1257,44,48,0.15044247316379342
606,13,48,0.1497194526126181
905,23,32,0.14971693143711343
780,19,21,0.14948710237322257
898,23,25,0.1494137582070525
686,16,23,0.14923172669838908
941,24,42,0.1490550448211844
952,25,28,0.14889810911082313
818,20,29,0.1487607012702068
1085,31,32,0.14854359725655567
598,13,40,0.1484492912708819
167,3,24,0.1483331072144441
524,11,41,0.1483109000983058
1076,30,42,0.14830624163172326
389,8,26,0.14826935318725049
1136,33,48,0.1481380738457364
544,12,23,0.1478300566690273
597,13,39,0.14777559285734695
303,6,25,0.14759808728588256
199,4,10,0.1471150782745617
359,7,38,0.1470660717136751
1147,34,43,0.1468349072717763
1067,30,33,0.1467910240924329
127,2,31,0.1467605656779555
252,5,18,0.14662257139531454
100,2,4,0.14622641931414856
197,4,8,0.14620829014823764
616,14,22,0.14610558323648895
209,4,20,0.14604555807681285
900,23,27,0.14578387331147194
501,11,18,0.1456833298755895
1120,32,49,0.1455426636382022
968,25,44,0.1453371859895309
873,22,27,0.1453124263403811
1041,28,48,0.14528944688495646
380,8,17,0.14513788109317838
1184,37,38,0.14504042872496276
1093,31,40,0.14496357907739887
757,18,29,0.14475831157859292
146,2,50,0.1445217985150408
513,11,30,0.14447425985142556
575,13,17,0.1442879883890502
492,10,48,0.14425447943901262
168,3,25,0.1442303671132995
1114,32,43,0.1441305638516671
530,11,47,0.14412681664770313
1025,28,32,0.14367631892498617
750,18,22,0.14333382394219904
393,8,30,0.14330514551870666
246,5,12,0.143285861292424
119,2,23,0.14323408518648414
190,3,47,0.14278640383558416
249,5,15,0.142285468853727
854,21,36,0.1421840617797327
65,1,17,0.1415875830076334
351,7,30,0.14156730743432092
192,3,49,0.14152054243199666
